county,age_group,sex,population,year
Cass,35-39,Female,5807.722165511388,2040
Cass,40-44,Female,8250.579522277983,2040
Cass,45-49,Female,7569.681840357612,2040
Cass,50-54,Female,7172.138039903241,2040
Cass,55-59,Female,6644.919183468929,2040
Cass,60-64,Female,5191.196797318251,2040
Cass,65-69,Female,4356.7366543485705,2040
Cass,70-74,Female,4142.473182248142,2040
Cass,75-79,Female,4129.303222773779,2040
Cass,80-84,Female,4004.7746614370167,2040
Cass,85+,Female,5866.76123783374,2040
Cavalier,0-4,Male,102.5421014648449,2040
Cavalier,5-9,Male,95.61716700782225,2040
Cavalier,10-14,Male,90.46686252616641,2040
Cavalier,15-19,Male,98.04405814121108,2040
Cavalier,20-24,Male,98.63355289351091,2040
Cavalier,25-29,Male,69.2519776993202,2040
Cavalier,30-34,Male,80.11630592329189,2040
Cavalier,35-39,Male,97.85079037751322,2040
Cavalier,40-44,Male,87.29044293696916,2040
Cavalier,45-49,Male,78.82461332385881,2040
Cavalier,50-54,Male,106.45941858743072,2040
Cavalier,55-59,Male,81.38269684349662,2040
Cavalier,60-64,Male,59.17694013924307,2040
Cavalier,65-69,Male,65.67088904361972,2040
Cavalier,70-74,Male,59.038943978719466,2040
Cavalier,75-79,Male,76.22916977934207,2040
Cavalier,80-84,Male,76.59374911017574,2040
Cavalier,85+,Male,86.47715413783895,2040
Cavalier,0-4,Female,98.03934631785442,2040
Cavalier,5-9,Female,100.35425846676382,2040
Cavalier,10-14,Female,94.47379318260784,2040
Cavalier,15-19,Female,100.77907681233347,2040
Cavalier,20-24,Female,95.26177821617397,2040
Cavalier,25-29,Female,78.92500659241017,2040
Cavalier,30-34,Female,79.38992479316136,2040
Cavalier,35-39,Female,108.1824419348307,2040
Cavalier,40-44,Female,56.17987515896993,2040
Cavalier,45-49,Female,109.74580830366995,2040
Cavalier,50-54,Female,82.97476897057122,2040
Cavalier,55-59,Female,81.11344276751595,2040
Cavalier,60-64,Female,62.221393343657724,2040
Cavalier,65-69,Female,70.1663942839977,2040
Cavalier,70-74,Female,75.01688532838536,2040
Cavalier,75-79,Female,101.75284743374088,2040
Cavalier,80-84,Female,89.7581854745736,2040
Cavalier,85+,Female,162.51065454622014,2040
Dickey,0-4,Male,139.8409152900422,2040
Dickey,5-9,Male,134.94000330056434,2040
Dickey,10-14,Male,124.13689134437216,2040
Dickey,15-19,Male,116.72880794899608,2040
Dickey,20-24,Male,128.1233579266021,2040
Dickey,25-29,Male,125.6044428921939,2040
Dickey,30-34,Male,137.3866725478068,2040
Dickey,35-39,Male,112.69166495673082,2040
Dickey,40-44,Male,125.87917116066923,2040
Dickey,45-49,Male,95.2409051252217,2040
Dickey,50-54,Male,122.81400900096956,2040
Dickey,55-59,Male,115.64377959008692,2040
Dickey,60-64,Male,113.74097023483644,2040
Dickey,65-69,Male,95.65984383741875,2040
Dickey,70-74,Male,88.74502839096643,2040
Dickey,75-79,Male,82.76745637130587,2040
Dickey,80-84,Male,82.87081202652197,2040
Dickey,85+,Male,96.51389813193101,2040
Dickey,0-4,Female,133.70032140629024,2040
Dickey,5-9,Female,135.130327308143,2040
Dickey,10-14,Female,134.72093762968407,2040
Dickey,15-19,Female,132.4121907007414,2040
Dickey,20-24,Female,143.47376962234202,2040
Dickey,25-29,Female,143.72582789144357,2040
Dickey,30-34,Female,134.1607585322495,2040
Dickey,35-39,Female,134.34226525019608,2040
Dickey,40-44,Female,124.56222314522392,2040
Dickey,45-49,Female,118.19142283739214,2040
Dickey,50-54,Female,125.35455871509846,2040
Dickey,55-59,Female,133.3177432282414,2040
Dickey,60-64,Female,109.8542137508673,2040
Dickey,65-69,Female,112.09547103232327,2040
Dickey,70-74,Female,98.79569773365756,2040
Dickey,75-79,Female,115.26245423714211,2040
Dickey,80-84,Female,132.7790432622219,2040
Dickey,85+,Female,189.5746713542641,2040
Divide,0-4,Male,81.86606287859924,2040
Divide,5-9,Male,73.65616279736977,2040
Divide,10-14,Male,69.35648525947173,2040
Divide,15-19,Male,73.78442233491167,2040
Divide,20-24,Male,82.23516490492963,2040
Divide,25-29,Male,44.434373953673834,2040
Divide,30-34,Male,70.1304999214094,2040
Divide,35-39,Male,101.26778260563367,2040
Divide,40-44,Male,39.29521787641738,2040
Divide,45-49,Male,56.775975527774776,2040
Divide,50-54,Male,78.17902061150141,2040
Divide,55-59,Male,66.23965934546993,2040
Divide,60-64,Male,64.62528617881878,2040
Divide,65-69,Male,46.05515784242896,2040
Divide,70-74,Male,30.348031720021332,2040
Divide,75-79,Male,57.27684755800255,2040
Divide,80-84,Male,45.377529507330195,2040
Divide,85+,Male,51.276110460202815,2040
Divide,0-4,Female,78.27121909517203,2040
Divide,5-9,Female,67.48893951418258,2040
Divide,10-14,Female,63.38265482552508,2040
Divide,15-19,Female,73.22147280799098,2040
Divide,20-24,Female,57.84937205142975,2040
Divide,25-29,Female,76.39464751995509,2040
Divide,30-34,Female,90.10490618823192,2040
Divide,35-39,Female,70.47797518271955,2040
Divide,40-44,Female,48.259021171786166,2040
Divide,45-49,Female,68.77262282620003,2040
Divide,50-54,Female,80.87673800237373,2040
Divide,55-59,Female,75.29677567402427,2040
Divide,60-64,Female,71.41885794997701,2040
Divide,65-69,Female,35.822092489113906,2040
Divide,70-74,Female,44.038005044470815,2040
Divide,75-79,Female,55.439872732560104,2040
Divide,80-84,Female,47.78279878447783,2040
Divide,85+,Female,88.47903114647035,2040
Dunn,0-4,Male,169.6097219648931,2040
Dunn,5-9,Male,145.77007418556735,2040
Dunn,10-14,Male,139.94635268217445,2040
Dunn,15-19,Male,137.82817044728074,2040
Dunn,20-24,Male,139.8908801652605,2040
Dunn,25-29,Male,132.07955363277893,2040
Dunn,30-34,Male,175.22127614951052,2040
Dunn,35-39,Male,164.86621006425486,2040
Dunn,40-44,Male,115.06646860651824,2040
Dunn,45-49,Male,132.68156545939593,2040
Dunn,50-54,Male,154.8298068063277,2040
Dunn,55-59,Male,142.63298896574366,2040
Dunn,60-64,Male,111.42593906756309,2040
Dunn,65-69,Male,100.2696693602627,2040
Dunn,70-74,Male,77.4262225208883,2040
Dunn,75-79,Male,78.81471899635233,2040
Dunn,80-84,Male,74.62526775283845,2040
Dunn,85+,Male,70.96966922514352,2040
Dunn,0-4,Female,162.16194161275277,2040
Dunn,5-9,Female,152.94016729374866,2040
Dunn,10-14,Female,156.08288635193642,2040
Dunn,15-19,Female,155.552146938464,2040
Dunn,20-24,Female,134.34749801047167,2040
Dunn,25-29,Female,157.19855507126098,2040
Dunn,30-34,Female,143.91465618303437,2040
Dunn,35-39,Female,169.58616915698536,2040
Dunn,40-44,Female,109.01878553506397,2040
Dunn,45-49,Female,133.83778182774265,2040
Dunn,50-54,Female,156.81935137620138,2040
Dunn,55-59,Female,137.5883143820332,2040
Dunn,60-64,Female,89.11471199422374,2040
Dunn,65-69,Female,72.6635187229965,2040
Dunn,70-74,Female,92.78852815540603,2040
Dunn,75-79,Female,99.43590478341582,2040
Dunn,80-84,Female,83.12628916703338,2040
Dunn,85+,Female,112.94054424526162,2040
Eddy,0-4,Male,71.78254184569903,2040
Eddy,5-9,Male,74.6579180916309,2040
Eddy,10-14,Male,67.83738626695835,2040
Eddy,15-19,Male,63.60681611301086,2040
Eddy,20-24,Male,49.013717292651826,2040
Eddy,25-29,Male,49.23501972452512,2040
Eddy,30-34,Male,73.9720689762384,2040
Eddy,35-39,Male,64.00476237081405,2040
Eddy,40-44,Male,46.81644186966485,2040
Eddy,45-49,Male,66.83376494140391,2040
Eddy,50-54,Male,71.14624222755172,2040
Eddy,55-59,Male,56.82108987028558,2040
Eddy,60-64,Male,46.26347102434142,2040
Eddy,65-69,Male,41.95345392318917,2040
Eddy,70-74,Male,33.999986270556136,2040
Eddy,75-79,Male,42.6761825529462,2040
Eddy,80-84,Male,44.62726156528081,2040
Eddy,85+,Male,44.82135246536149,2040
Eddy,0-4,Female,68.63047839914881,2040
Eddy,5-9,Female,75.26120956604703,2040
Eddy,10-14,Female,76.44499893815737,2040
Eddy,15-19,Female,71.19445422378024,2040
Eddy,20-24,Female,54.258084561764576,2040
Eddy,25-29,Female,43.32435503792611,2040
Eddy,30-34,Female,60.863635729481075,2040
Eddy,35-39,Female,71.44546588462589,2040
Eddy,40-44,Female,57.31318224738385,2040
Eddy,45-49,Female,58.411061207304144,2040
Eddy,50-54,Female,54.036650583361244,2040
Eddy,55-59,Female,59.0827359375382,2040
Eddy,60-64,Female,49.600695233792955,2040
Eddy,65-69,Female,50.847544858918,2040
Eddy,70-74,Female,46.31374236615602,2040
Eddy,75-79,Female,60.89995790328292,2040
Eddy,80-84,Female,53.893342598276206,2040
Eddy,85+,Female,110.38394604211315,2040
Emmons,0-4,Male,98.44682073398556,2040
Emmons,5-9,Male,99.03252313158521,2040
Emmons,10-14,Male,78.44263905641662,2040
Emmons,15-19,Male,63.947783628398874,2040
Emmons,20-24,Male,49.112235097686636,2040
Emmons,25-29,Male,40.76888610231588,2040
Emmons,30-34,Male,84.72459972808514,2040
Emmons,35-39,Male,88.28645166297987,2040
Emmons,40-44,Male,57.67986361947429,2040
Emmons,45-49,Male,70.95118119825044,2040
Emmons,50-54,Male,71.1923733424711,2040
Emmons,55-59,Male,58.444117623664425,2040
Emmons,60-64,Male,59.6907957123644,2040
Emmons,65-69,Male,52.26425850683576,2040
Emmons,70-74,Male,47.73448141544098,2040
Emmons,75-79,Male,104.92471421474866,2040
Emmons,80-84,Male,82.4924818845815,2040
Emmons,85+,Male,93.33074323758936,2040
Emmons,0-4,Female,94.12389461454399,2040
Emmons,5-9,Female,102.4359216769379,2040
Emmons,10-14,Female,84.06520229599833,2040
Emmons,15-19,Female,69.89048230382932,2040
Emmons,20-24,Female,52.879265376931826,2040
Emmons,25-29,Female,63.47230287191539,2040
Emmons,30-34,Female,77.21082563817639,2040
Emmons,35-39,Female,135.91454093124793,2040
Emmons,40-44,Female,78.15876235196353,2040
Emmons,45-49,Female,64.86570320553696,2040
Emmons,50-54,Female,67.02272419049301,2040
Emmons,55-59,Female,63.9618732896965,2040
Emmons,60-64,Female,71.30564557460833,2040
Emmons,65-69,Female,70.36825757283253,2040
Emmons,70-74,Female,87.43395084742632,2040
Emmons,75-79,Female,109.34265625912724,2040
Emmons,80-84,Female,76.4288547575117,2040
Emmons,85+,Female,150.3249687859126,2040
Foster,0-4,Male,103.94325824318926,2040
Foster,5-9,Male,94.13614735993781,2040
Foster,10-14,Male,85.01493458700246,2040
Foster,15-19,Male,83.37040279012014,2040
Foster,20-24,Male,66.81290303550844,2040
Foster,25-29,Male,70.66215789419083,2040
Foster,30-34,Male,89.4387179809635,2040
Foster,35-39,Male,87.58725565936084,2040
Foster,40-44,Male,61.524066817711535,2040
Foster,45-49,Male,95.54004545179714,2040
Foster,50-54,Male,104.07453661104459,2040
Foster,55-59,Male,77.44471852311939,2040
Foster,60-64,Male,62.76153027662847,2040
Foster,65-69,Male,65.37072466400014,2040
Foster,70-74,Male,58.215928054392776,2040
Foster,75-79,Male,87.37436275849413,2040
Foster,80-84,Male,81.02837449065812,2040
Foster,85+,Male,65.34448523434172,2040
Foster,0-4,Female,99.37897650560521,2040
Foster,5-9,Female,98.02879547882719,2040
Foster,10-14,Female,96.95154731408662,2040
Foster,15-19,Female,95.58796430402128,2040
Foster,20-24,Female,85.36591595772074,2040
Foster,25-29,Female,92.91248253659928,2040
Foster,30-34,Female,103.3886692130053,2040
Foster,35-39,Female,93.79623521385219,2040
Foster,40-44,Female,67.47093105229148,2040
Foster,45-49,Female,94.79112619481855,2040
Foster,50-54,Female,82.03754731501475,2040
Foster,55-59,Female,87.5157230450513,2040
Foster,60-64,Female,66.14892330265884,2040
Foster,65-69,Female,86.32215700183679,2040
Foster,70-74,Female,93.27257551267647,2040
Foster,75-79,Female,107.10785255087114,2040
Foster,80-84,Female,89.83779173038147,2040
Foster,85+,Female,151.9957188064647,2040
Golden Valley,0-4,Male,51.98443651353676,2040
Golden Valley,5-9,Male,44.0883941303944,2040
Golden Valley,10-14,Male,41.629922415428595,2040
Golden Valley,15-19,Male,34.24672256677225,2040
Golden Valley,20-24,Male,39.00905198139884,2040
Golden Valley,25-29,Male,49.68687165357675,2040
Golden Valley,30-34,Male,51.000562038810315,2040
Golden Valley,35-39,Male,80.9436102733728,2040
Golden Valley,40-44,Male,42.197011343677794,2040
Golden Valley,45-49,Male,37.374283326270316,2040
Golden Valley,50-54,Male,25.239167303851602,2040
Golden Valley,55-59,Male,48.44247039591921,2040
Golden Valley,60-64,Male,55.6669839929698,2040
Golden Valley,65-69,Male,29.98543233498495,2040
Golden Valley,70-74,Male,27.536448619425634,2040
Golden Valley,75-79,Male,31.734412145923816,2040
Golden Valley,80-84,Male,23.861896919657926,2040
Golden Valley,85+,Male,51.71567217799373,2040
Golden Valley,0-4,Female,49.70173325574388,2040
Golden Valley,5-9,Female,45.807649355795036,2040
Golden Valley,10-14,Female,44.956288026978115,2040
Golden Valley,15-19,Female,37.47995344822935,2040
Golden Valley,20-24,Female,45.940800703017516,2040
Golden Valley,25-29,Female,40.23794882646652,2040
Golden Valley,30-34,Female,44.47239801484305,2040
Golden Valley,35-39,Female,60.98189572680774,2040
Golden Valley,40-44,Female,37.037640047767354,2040
Golden Valley,45-49,Female,49.85869977668568,2040
Golden Valley,50-54,Female,17.670378289795046,2040
Golden Valley,55-59,Female,50.022177827318345,2040
Golden Valley,60-64,Female,49.31557025556263,2040
Golden Valley,65-69,Female,43.359213307689885,2040
Golden Valley,70-74,Female,40.91942667846104,2040
Golden Valley,75-79,Female,51.76637830960668,2040
Golden Valley,80-84,Female,53.92148289949693,2040
Golden Valley,85+,Female,78.43625178402002,2040
Grand Forks,0-4,Male,2452.200899979673,2040
Grand Forks,5-9,Male,2482.620089888802,2040
Grand Forks,10-14,Male,2529.3016381087527,2040
Grand Forks,15-19,Male,2853.0479726977564,2040
Grand Forks,20-24,Male,4108.377076533398,2040
Grand Forks,25-29,Male,3199.995867373803,2040
Grand Forks,30-34,Male,2008.8632900492098,2040
Grand Forks,35-39,Male,1856.6050552698239,2040
Grand Forks,40-44,Male,3374.279287225177,2040
Grand Forks,45-49,Male,2379.025183224401,2040
Grand Forks,50-54,Male,2212.6257928336113,2040
Grand Forks,55-59,Male,1919.500661705355,2040
Grand Forks,60-64,Male,1443.2924198651801,2040
Grand Forks,65-69,Male,1146.4482548305,2040
Grand Forks,70-74,Male,998.6540751610794,2040
Grand Forks,75-79,Male,1038.9186998203406,2040
Grand Forks,80-84,Male,926.9547150454978,2040
Grand Forks,85+,Male,955.7336708948063,2040
Grand Forks,0-4,Female,2344.521614436421,2040
Grand Forks,5-9,Female,2474.2247185988795,2040
Grand Forks,10-14,Female,2568.8788870872663,2040
Grand Forks,15-19,Female,2958.9119267871315,2040
Grand Forks,20-24,Female,4003.0823346454295,2040
Grand Forks,25-29,Female,3133.2243498607477,2040
Grand Forks,30-34,Female,2178.7977840257063,2040
Grand Forks,35-39,Female,2059.200978764115,2040
Grand Forks,40-44,Female,3256.262984906514,2040
Grand Forks,45-49,Female,2396.348327734299,2040
Grand Forks,50-54,Female,2272.755335992415,2040
Grand Forks,55-59,Female,1989.776572994679,2040
Grand Forks,60-64,Female,1562.1454954920648,2040
Grand Forks,65-69,Female,1356.846649293585,2040
Grand Forks,70-74,Female,1354.9787877093945,2040
Grand Forks,75-79,Female,1555.560746611586,2040
Grand Forks,80-84,Female,1482.6648331125414,2040
Grand Forks,85+,Female,2237.4037349712257,2040
Grant,0-4,Male,66.6803028965533,2040
Grant,5-9,Male,69.9493301024698,2040
Grant,10-14,Male,67.74959540849339,2040
Grant,15-19,Male,61.66891347876087,2040
Grant,20-24,Male,35.2887359842957,2040
Grant,25-29,Male,44.663837873549944,2040
Grant,30-34,Male,39.23029484508972,2040
Grant,35-39,Male,41.43925929219262,2040
Grant,40-44,Male,39.834921537401804,2040
Grant,45-49,Male,52.66321411590793,2040
Grant,50-54,Male,30.98211888183736,2040
Grant,55-59,Male,54.491664681993115,2040
Grant,60-64,Male,49.26875029389518,2040
Grant,65-69,Male,48.0694972316117,2040
Grant,70-74,Male,36.52339748290589,2040
Grant,75-79,Male,62.27463164133554,2040
Grant,80-84,Male,47.93897712182747,2040
Grant,85+,Male,68.14710024439731,2040
Grant,0-4,Female,63.75228530396206,2040
Grant,5-9,Female,69.24568667889596,2040
Grant,10-14,Female,67.93756612816368,2040
Grant,15-19,Female,60.874880055465816,2040
Grant,20-24,Female,37.856672011617185,2040
Grant,25-29,Female,48.76412262082147,2040
Grant,30-34,Female,50.87688562605726,2040
Grant,35-39,Female,63.12810635527764,2040
Grant,40-44,Female,55.729601888760584,2040
Grant,45-49,Female,54.112194482248526,2040
Grant,50-54,Female,45.550404091151414,2040
Grant,55-59,Female,58.713784291298104,2040
Grant,60-64,Female,41.26631033648104,2040
Grant,65-69,Female,43.936111735765245,2040
Grant,70-74,Female,54.49598745421184,2040
Grant,75-79,Female,79.29180930912412,2040
Grant,80-84,Female,68.17282697784097,2040
Grant,85+,Female,115.92724774102692,2040
Griggs,0-4,Male,53.95890746627683,2040
Griggs,5-9,Male,48.558477942439616,2040
Griggs,10-14,Male,48.01559902776036,2040
Griggs,15-19,Male,48.059906866586196,2040
Griggs,20-24,Male,31.49944388475805,2040
Griggs,25-29,Male,56.65051585845629,2040
Griggs,30-34,Male,61.507749858889554,2040
Griggs,35-39,Male,54.42546923532622,2040
Griggs,40-44,Male,56.92540089062041,2040
Griggs,45-49,Male,66.10135614973763,2040
Griggs,50-54,Male,52.0419747512235,2040
Griggs,55-59,Male,51.53040165786881,2040
Griggs,60-64,Male,41.043171110131794,2040
Griggs,65-69,Male,42.497869368844995,2040
Griggs,70-74,Male,53.15180280132287,2040
Griggs,75-79,Male,43.98437728554355,2040
Griggs,80-84,Male,39.50801599679134,2040
Griggs,85+,Male,69.44067111616114,2040
Griggs,0-4,Female,51.58950265743294,2040
Griggs,5-9,Female,45.31499800312746,2040
Griggs,10-14,Female,45.97743554233206,2040
Griggs,15-19,Female,49.085337537823705,2040
Griggs,20-24,Female,60.148056112581756,2040
Griggs,25-29,Female,56.99007378041438,2040
Griggs,30-34,Female,62.83534611509498,2040
Griggs,35-39,Female,49.895528023797,2040
Griggs,40-44,Female,43.67599268737957,2040
Griggs,45-49,Female,59.21359409270442,2040
Griggs,50-54,Female,57.2104101882746,2040
Griggs,55-59,Female,51.977440935244964,2040
Griggs,60-64,Female,41.13251365547824,2040
Griggs,65-69,Female,57.22884266333154,2040
Griggs,70-74,Female,50.382676303700165,2040
Griggs,75-79,Female,65.81845363685034,2040
Griggs,80-84,Female,61.54602073902831,2040
Griggs,85+,Female,149.48717467360504,2040
Hettinger,0-4,Male,73.26956443504875,2040
Hettinger,5-9,Male,68.34226568060099,2040
Hettinger,10-14,Male,69.4112230961785,2040
Hettinger,15-19,Male,77.66241772686394,2040
Hettinger,20-24,Male,72.81642632927169,2040
Hettinger,25-29,Male,60.385482403072345,2040
Hettinger,30-34,Male,61.24945968128727,2040
Hettinger,35-39,Male,77.84191611407634,2040
Hettinger,40-44,Male,34.55339148558345,2040
Hettinger,45-49,Male,63.873637580044004,2040
Hettinger,50-54,Male,68.37403996152814,2040
Hettinger,55-59,Male,72.99425359753522,2040
Hettinger,60-64,Male,34.94585531029983,2040
Hettinger,65-69,Male,32.61524974471076,2040
Hettinger,70-74,Male,40.38967778795664,2040
Hettinger,75-79,Male,58.24938509786408,2040
Hettinger,80-84,Male,43.03333966669916,2040
Hettinger,85+,Male,64.45160812697327,2040
Hettinger,0-4,Female,70.05220392005312,2040
Hettinger,5-9,Female,66.02224558592407,2040
Hettinger,10-14,Female,70.04709561876489,2040
Hettinger,15-19,Female,75.17694069826264,2040
Hettinger,20-24,Female,81.61072578268829,2040
Hettinger,25-29,Female,90.29437771487767,2040
Hettinger,30-34,Female,81.02900508934214,2040
Hettinger,35-39,Female,72.88766372272953,2040
Hettinger,40-44,Female,53.773534296597006,2040
Hettinger,45-49,Female,92.4643266811097,2040
Hettinger,50-54,Female,76.76793247415264,2040
Hettinger,55-59,Female,50.37288909253631,2040
Hettinger,60-64,Female,57.918968582003565,2040
Hettinger,65-69,Female,41.7111952675847,2040
Hettinger,70-74,Female,63.60255357033268,2040
Hettinger,75-79,Female,81.0996347092039,2040
Hettinger,80-84,Female,65.42128335178707,2040
Hettinger,85+,Female,102.14415431212197,2040
Kidder,0-4,Male,64.90825943183039,2040
Kidder,5-9,Male,61.687350066203834,2040
Kidder,10-14,Male,56.02840322703281,2040
Kidder,15-19,Male,51.73805311659961,2040
Kidder,20-24,Male,58.585425025883616,2040
Kidder,25-29,Male,61.222315289305975,2040
Kidder,30-34,Male,57.15386973939728,2040
Kidder,35-39,Male,62.686281263108995,2040
Kidder,40-44,Male,62.450255412924506,2040
Kidder,45-49,Male,63.922631068515116,2040
Kidder,50-54,Male,71.88538784363112,2040
Kidder,55-59,Male,57.68075786625613,2040
Kidder,60-64,Male,41.281903076112556,2040
Kidder,65-69,Male,44.662568535156545,2040
Kidder,70-74,Male,56.68943821722119,2040
Kidder,75-79,Male,52.50579039445503,2040
Kidder,80-84,Male,50.80936313376522,2040
Kidder,85+,Male,57.45924030197015,2040
Kidder,0-4,Female,62.058054539754245,2040
Kidder,5-9,Female,59.04401753483865,2040
Kidder,10-14,Female,61.000436081328395,2040
Kidder,15-19,Female,57.98630901806867,2040
Kidder,20-24,Female,55.711982374389535,2040
Kidder,25-29,Female,52.16322332536088,2040
Kidder,30-34,Female,61.57749248989495,2040
Kidder,35-39,Female,55.973675398885746,2040
Kidder,40-44,Female,63.895713046745755,2040
Kidder,45-49,Female,53.99493361088949,2040
Kidder,50-54,Female,48.99279066692268,2040
Kidder,55-59,Female,69.65812104564384,2040
Kidder,60-64,Female,56.41885679639198,2040
Kidder,65-69,Female,42.09697431257356,2040
Kidder,70-74,Female,59.373045587899554,2040
Kidder,75-79,Female,61.02267912859773,2040
Kidder,80-84,Female,59.83723120341219,2040
Kidder,85+,Female,95.09273004154949,2040
LaMoure,0-4,Male,141.77962029089431,2040
LaMoure,5-9,Male,134.50797586580384,2040
LaMoure,10-14,Male,117.40417585879139,2040
LaMoure,15-19,Male,107.6372459415126,2040
LaMoure,20-24,Male,91.90003937169628,2040
LaMoure,25-29,Male,86.81746078478903,2040
LaMoure,30-34,Male,86.90476100539743,2040
LaMoure,35-39,Male,118.78014987856092,2040
LaMoure,40-44,Male,90.88181740200153,2040
LaMoure,45-49,Male,98.81557377561413,2040
LaMoure,50-54,Male,103.41531035006109,2040
LaMoure,55-59,Male,92.73947217415022,2040
LaMoure,60-64,Male,78.72600380145103,2040
LaMoure,65-69,Male,68.05616171670276,2040
LaMoure,70-74,Male,70.50279637507951,2040
LaMoure,75-79,Male,97.99961614426383,2040
LaMoure,80-84,Male,79.44589957298653,2040
LaMoure,85+,Male,111.554373236051,2040
LaMoure,0-4,Female,135.55389538489513,2040
LaMoure,5-9,Female,129.6061676419098,2040
LaMoure,10-14,Female,112.3461759185634,2040
LaMoure,15-19,Female,102.58169514414827,2040
LaMoure,20-24,Female,89.66572060033259,2040
LaMoure,25-29,Female,89.59341213909681,2040
LaMoure,30-34,Female,134.96400022867232,2040
LaMoure,35-39,Female,154.62814973477,2040
LaMoure,40-44,Female,91.9271869180065,2040
LaMoure,45-49,Female,93.09272401919071,2040
LaMoure,50-54,Female,108.8395168527789,2040
LaMoure,55-59,Female,94.68776468448604,2040
LaMoure,60-64,Female,94.04967832149597,2040
LaMoure,65-69,Female,95.81006077477133,2040
LaMoure,70-74,Female,72.72704846996162,2040
LaMoure,75-79,Female,120.0556020806704,2040
LaMoure,80-84,Female,128.141363089626,2040
LaMoure,85+,Female,179.75117166053397,2040
Logan,0-4,Male,70.833619093718,2040
Logan,5-9,Male,66.16405673487385,2040
Logan,10-14,Male,43.831152070770756,2040
Logan,15-19,Male,41.55590955377288,2040
Logan,20-24,Male,37.518544488817845,2040
Logan,25-29,Male,49.496892851555195,2040
Logan,30-34,Male,55.84072132745771,2040
Logan,35-39,Male,55.25740740779159,2040
Logan,40-44,Male,54.263203045010286,2040
Logan,45-49,Male,32.633751523221825,2040
Logan,50-54,Male,40.26631326485706,2040
Logan,55-59,Male,41.864539392647906,2040
Logan,60-64,Male,30.824913398602444,2040
Logan,65-69,Male,32.57714921200857,2040
Logan,70-74,Male,35.50592305703655,2040
Logan,75-79,Male,42.05965538893336,2040
Logan,80-84,Male,43.56725760412861,2040
Logan,85+,Male,39.93087423349799,2040
Logan,0-4,Female,67.72322406184372,2040
Logan,5-9,Female,72.5280640339959,2040
Logan,10-14,Female,51.99820688768922,2040
Logan,15-19,Female,51.024329633807454,2040
Logan,20-24,Female,40.0633029390858,2040
Logan,25-29,Female,49.26300405512664,2040
Logan,30-34,Female,61.185721210073844,2040
Logan,35-39,Female,82.85469703704284,2040
Logan,40-44,Female,26.999089840700112,2040
Logan,45-49,Female,41.386529865695785,2040
Logan,50-54,Female,37.88210867797567,2040
Logan,55-59,Female,37.22700071323349,2040
Logan,60-64,Female,53.93105589088248,2040
Logan,65-69,Female,40.143396693279826,2040
Logan,70-74,Female,35.410344573045265,2040
Logan,75-79,Female,53.33610275837241,2040
Logan,80-84,Female,40.4767373247349,2040
Logan,85+,Female,68.3004453686572,2040
McHenry,0-4,Male,157.14607493277703,2040
McHenry,5-9,Male,151.69222718262148,2040
McHenry,10-14,Male,130.356500891525,2040
McHenry,15-19,Male,132.64636352384338,2040
McHenry,20-24,Male,142.06888494928282,2040
McHenry,25-29,Male,132.87393911945986,2040
McHenry,30-34,Male,138.98660457619658,2040
McHenry,35-39,Male,168.9426748605614,2040
McHenry,40-44,Male,111.01421084890863,2040
McHenry,45-49,Male,104.16120302649179,2040
McHenry,50-54,Male,118.41423308248076,2040
McHenry,55-59,Male,147.76229904538667,2040
McHenry,60-64,Male,161.25672143577043,2040
McHenry,65-69,Male,97.10789522312032,2040
McHenry,70-74,Male,105.10253362949666,2040
McHenry,75-79,Male,111.57499500229393,2040
McHenry,80-84,Male,99.17130062451194,2040
McHenry,85+,Male,95.37796427874416,2040
McHenry,0-4,Female,150.24558930175547,2040
McHenry,5-9,Female,151.2876226014865,2040
McHenry,10-14,Female,135.7462828853668,2040
McHenry,15-19,Female,137.72708896689716,2040
McHenry,20-24,Female,110.17288552290488,2040
McHenry,25-29,Female,122.64890061308985,2040
McHenry,30-34,Female,177.17147290984784,2040
McHenry,35-39,Female,165.5457689826622,2040
McHenry,40-44,Female,86.83404324753685,2040
McHenry,45-49,Female,129.62458033343148,2040
McHenry,50-54,Female,120.77374908520687,2040
McHenry,55-59,Female,177.62164252794838,2040
McHenry,60-64,Female,124.07439725143172,2040
McHenry,65-69,Female,125.52009372667688,2040
McHenry,70-74,Female,120.49181312112805,2040
McHenry,75-79,Female,136.49139348344158,2040
McHenry,80-84,Female,139.345750981527,2040
McHenry,85+,Female,200.10471321623132,2040
McIntosh,0-4,Male,58.55189017742911,2040
McIntosh,5-9,Male,49.29139161226633,2040
McIntosh,10-14,Male,40.70041755033356,2040
McIntosh,15-19,Male,36.98210173472382,2040
McIntosh,20-24,Male,41.239363578644934,2040
McIntosh,25-29,Male,44.08681476094353,2040
McIntosh,30-34,Male,66.46177606068015,2040
McIntosh,35-39,Male,62.035977457694706,2040
McIntosh,40-44,Male,54.813446107972204,2040
McIntosh,45-49,Male,58.74457375848685,2040
McIntosh,50-54,Male,57.91255675453832,2040
McIntosh,55-59,Male,57.68455858778227,2040
McIntosh,60-64,Male,35.320812320717856,2040
McIntosh,65-69,Male,29.855352906763088,2040
McIntosh,70-74,Male,39.96829046291477,2040
McIntosh,75-79,Male,48.701044134242665,2040
McIntosh,80-84,Male,72.22620069240936,2040
