county,age_group,sex,population,year
Mercer,60-64,Female,198.00685474639536,2050
Mercer,65-69,Female,204.90405478224804,2050
Mercer,70-74,Female,172.3737361919961,2050
Mercer,75-79,Female,157.6018772734007,2050
Mercer,80-84,Female,134.92483706184845,2050
Mercer,85+,Female,433.9090126428764,2050
Morton,0-4,Male,1422.0865158908991,2050
Morton,5-9,Male,1345.4471000079134,2050
Morton,10-14,Male,1294.8803398575958,2050
Morton,15-19,Male,1133.7502543983637,2050
Morton,20-24,Male,969.7941802760588,2050
Morton,25-29,Male,1257.3866056000304,2050
Morton,30-34,Male,1327.7835303274233,2050
Morton,35-39,Male,1148.0584413366605,2050
Morton,40-44,Male,1163.5218202816502,2050
Morton,45-49,Male,1119.1406772445655,2050
Morton,50-54,Male,1081.4570845086432,2050
Morton,55-59,Male,1047.3391177537453,2050
Morton,60-64,Male,1030.3459037857547,2050
Morton,65-69,Male,953.9829693797055,2050
Morton,70-74,Male,652.6391984087027,2050
Morton,75-79,Male,485.2891990234617,2050
Morton,80-84,Male,362.91818340009877,2050
Morton,85+,Male,579.2404631573719,2050
Morton,0-4,Female,1359.6408736871572,2050
Morton,5-9,Female,1332.7393962287538,2050
Morton,10-14,Female,1302.5408535747013,2050
Morton,15-19,Female,1164.209213922068,2050
Morton,20-24,Female,1067.5784055009829,2050
Morton,25-29,Female,1382.3701696023902,2050
Morton,30-34,Female,1470.8644280152091,2050
Morton,35-39,Female,1395.297148685313,2050
Morton,40-44,Female,1342.5868948661034,2050
Morton,45-49,Female,1208.3935294484666,2050
Morton,50-54,Female,1126.953203093308,2050
Morton,55-59,Female,1225.3843350955053,2050
Morton,60-64,Female,1196.520923919649,2050
Morton,65-69,Female,1077.0512062545552,2050
Morton,70-74,Female,831.5638437556548,2050
Morton,75-79,Female,745.4928305337617,2050
Morton,80-84,Female,638.1897240046954,2050
Morton,85+,Female,1615.6728176280187,2050
Mountrail,0-4,Male,579.4266273438369,2050
Mountrail,5-9,Male,611.9667646097931,2050
Mountrail,10-14,Male,614.2213564088395,2050
Mountrail,15-19,Male,513.5677087695236,2050
Mountrail,20-24,Male,525.0031599467674,2050
Mountrail,25-29,Male,586.519350267718,2050
Mountrail,30-34,Male,632.5177718355063,2050
Mountrail,35-39,Male,513.4714522305587,2050
Mountrail,40-44,Male,567.0443838296472,2050
Mountrail,45-49,Male,446.10145639028167,2050
Mountrail,50-54,Male,349.459315583171,2050
Mountrail,55-59,Male,456.6606620313079,2050
Mountrail,60-64,Male,368.3128346727354,2050
Mountrail,65-69,Male,326.5850208260814,2050
Mountrail,70-74,Male,208.95431656957018,2050
Mountrail,75-79,Male,126.91930375226774,2050
Mountrail,80-84,Male,88.19891134902683,2050
Mountrail,85+,Male,130.1718289821842,2050
Mountrail,0-4,Female,553.9832612404978,2050
Mountrail,5-9,Female,531.8358524629762,2050
Mountrail,10-14,Female,563.2006007941691,2050
Mountrail,15-19,Female,491.05828497806306,2050
Mountrail,20-24,Female,415.55917868278215,2050
Mountrail,25-29,Female,451.7334229224298,2050
Mountrail,30-34,Female,552.2080322121388,2050
Mountrail,35-39,Female,553.8006697844164,2050
Mountrail,40-44,Female,522.5488016944445,2050
Mountrail,45-49,Female,545.7310140325064,2050
Mountrail,50-54,Female,364.1290616428334,2050
Mountrail,55-59,Female,435.92056911844975,2050
Mountrail,60-64,Female,430.6312430889085,2050
Mountrail,65-69,Female,311.26959586589675,2050
Mountrail,70-74,Female,229.72376297194432,2050
Mountrail,75-79,Female,181.55198475248858,2050
Mountrail,80-84,Female,116.31088625937946,2050
Mountrail,85+,Female,231.34264438701183,2050
Nelson,0-4,Male,70.34221520595777,2050
Nelson,5-9,Male,73.41361725941634,2050
Nelson,10-14,Male,67.94752326214078,2050
Nelson,15-19,Male,55.131982002301235,2050
Nelson,20-24,Male,34.32269603966155,2050
Nelson,25-29,Male,46.55819858410044,2050
Nelson,30-34,Male,48.349989798949906,2050
Nelson,35-39,Male,82.12042722018651,2050
Nelson,40-44,Male,38.56319040236733,2050
Nelson,45-49,Male,81.58243942055638,2050
Nelson,50-54,Male,51.8048598948536,2050
Nelson,55-59,Male,68.98102332506555,2050
Nelson,60-64,Male,67.31512214312,2050
Nelson,65-69,Male,61.54955557746505,2050
Nelson,70-74,Male,42.79106218606393,2050
Nelson,75-79,Male,28.54595143889378,2050
Nelson,80-84,Male,22.153053681936782,2050
Nelson,85+,Male,55.795576075199634,2050
Nelson,0-4,Female,67.25339834883566,2050
Nelson,5-9,Female,75.50482456467513,2050
Nelson,10-14,Female,75.77644186933564,2050
Nelson,15-19,Female,61.75541789692459,2050
Nelson,20-24,Female,40.038851065238376,2050
Nelson,25-29,Female,49.382621287832755,2050
Nelson,30-34,Female,56.37713162514845,2050
Nelson,35-39,Female,75.6690070019921,2050
Nelson,40-44,Female,57.75718649517773,2050
Nelson,45-49,Female,77.51607205004805,2050
Nelson,50-54,Female,31.550022950727733,2050
Nelson,55-59,Female,57.52498504800839,2050
Nelson,60-64,Female,59.911807162221315,2050
Nelson,65-69,Female,87.88026067495753,2050
Nelson,70-74,Female,55.60526816425019,2050
Nelson,75-79,Female,39.083715424823076,2050
Nelson,80-84,Female,57.4863153911812,2050
Nelson,85+,Female,149.18945916898792,2050
Oliver,0-4,Male,63.61205717281659,2050
Oliver,5-9,Male,79.43903080816844,2050
Oliver,10-14,Male,74.1336495447667,2050
Oliver,15-19,Male,50.96127231810524,2050
Oliver,20-24,Male,29.530444105986348,2050
Oliver,25-29,Male,37.53801485716586,2050
Oliver,30-34,Male,62.68713478091239,2050
Oliver,35-39,Male,38.18042617487699,2050
Oliver,40-44,Male,56.06093818094934,2050
Oliver,45-49,Male,53.04035698351008,2050
Oliver,50-54,Male,41.931531365911084,2050
Oliver,55-59,Male,20.905554373626586,2050
Oliver,60-64,Male,42.96945360011407,2050
Oliver,65-69,Male,44.913821416920364,2050
Oliver,70-74,Male,33.77880321802573,2050
Oliver,75-79,Male,22.776648280247468,2050
Oliver,80-84,Male,17.124478355358708,2050
Oliver,85+,Male,50.66391845917773,2050
Oliver,0-4,Female,60.818770183825514,2050
Oliver,5-9,Female,72.08684683976844,2050
Oliver,10-14,Female,67.26451563934262,2050
Oliver,15-19,Female,49.01447468942196,2050
Oliver,20-24,Female,30.494214365390096,2050
Oliver,25-29,Female,33.88575770195267,2050
Oliver,30-34,Female,59.75410307597011,2050
Oliver,35-39,Female,68.04130458795979,2050
Oliver,40-44,Female,57.87717323943068,2050
Oliver,45-49,Female,53.686744642860994,2050
Oliver,50-54,Female,35.23823320054588,2050
Oliver,55-59,Female,36.15995829563588,2050
Oliver,60-64,Female,45.222729656965704,2050
Oliver,65-69,Female,35.83915678413929,2050
Oliver,70-74,Female,35.810448506101906,2050
Oliver,75-79,Female,14.366841146037517,2050
Oliver,80-84,Female,25.7499201639588,2050
Oliver,85+,Female,98.38127150510505,2050
Pembina,0-4,Male,143.03120176581407,2050
Pembina,5-9,Male,137.67555481502848,2050
Pembina,10-14,Male,130.3449779884441,2050
Pembina,15-19,Male,110.0370061132877,2050
Pembina,20-24,Male,77.75050742818813,2050
Pembina,25-29,Male,90.06354733500663,2050
Pembina,30-34,Male,149.2924881035819,2050
Pembina,35-39,Male,153.7700303497781,2050
Pembina,40-44,Male,166.0655647339309,2050
Pembina,45-49,Male,151.4854530659392,2050
Pembina,50-54,Male,104.00293188607466,2050
Pembina,55-59,Male,118.55871045699722,2050
Pembina,60-64,Male,130.34985626943325,2050
Pembina,65-69,Male,142.88970217814844,2050
Pembina,70-74,Male,96.77812936872813,2050
Pembina,75-79,Male,67.21682861415742,2050
Pembina,80-84,Male,52.962015378730186,2050
Pembina,85+,Male,150.3199893874429,2050
Pembina,0-4,Female,136.75051831256874,2050
Pembina,5-9,Female,142.0031354710958,2050
Pembina,10-14,Female,143.14183569112794,2050
Pembina,15-19,Female,130.88869141972532,2050
Pembina,20-24,Female,92.54148965078437,2050
Pembina,25-29,Female,102.46297194807038,2050
Pembina,30-34,Female,155.5670806929828,2050
Pembina,35-39,Female,132.55050808051237,2050
Pembina,40-44,Female,129.66930688333846,2050
Pembina,45-49,Female,144.02332792959123,2050
Pembina,50-54,Female,101.65462016704733,2050
Pembina,55-59,Female,125.62665991045826,2050
Pembina,60-64,Female,163.088904223994,2050
Pembina,65-69,Female,145.82819891415159,2050
Pembina,70-74,Female,122.9116064973092,2050
Pembina,75-79,Female,106.41050875567808,2050
Pembina,80-84,Female,103.42237201239571,2050
Pembina,85+,Female,327.66601599136055,2050
Pierce,0-4,Male,100.96296816362367,2050
Pierce,5-9,Male,116.84209074102588,2050
Pierce,10-14,Male,128.67601833175925,2050
Pierce,15-19,Male,106.5734247659016,2050
Pierce,20-24,Male,68.99503044040794,2050
Pierce,25-29,Male,64.77280961091765,2050
Pierce,30-34,Male,80.51813104039036,2050
Pierce,35-39,Male,88.9336980173953,2050
Pierce,40-44,Male,105.30105465081681,2050
Pierce,45-49,Male,87.04156517201463,2050
Pierce,50-54,Male,72.05892419447163,2050
Pierce,55-59,Male,79.08484530669972,2050
Pierce,60-64,Male,88.42769224866153,2050
Pierce,65-69,Male,68.5515880254967,2050
Pierce,70-74,Male,55.913384459370974,2050
Pierce,75-79,Male,49.17980578457498,2050
Pierce,80-84,Male,34.903252988888795,2050
Pierce,85+,Male,68.44167225805438,2050
Pierce,0-4,Female,96.52955478453418,2050
Pierce,5-9,Female,109.7280787938675,2050
Pierce,10-14,Female,126.02077391080199,2050
Pierce,15-19,Female,102.52867445651475,2050
Pierce,20-24,Female,61.67205782927084,2050
Pierce,25-29,Female,65.11281508068171,2050
Pierce,30-34,Female,98.04239761690566,2050
Pierce,35-39,Female,85.36479059343853,2050
Pierce,40-44,Female,149.43062034811243,2050
Pierce,45-49,Female,123.01394796819703,2050
Pierce,50-54,Female,71.41534892627669,2050
Pierce,55-59,Female,74.783447613284,2050
Pierce,60-64,Female,83.70944526288712,2050
Pierce,65-69,Female,86.63511807066729,2050
Pierce,70-74,Female,91.36987004610518,2050
Pierce,75-79,Female,79.62519476336051,2050
Pierce,80-84,Female,84.43748270568916,2050
Pierce,85+,Female,201.42634108163256,2050
Ramsey,0-4,Male,344.31044771372507,2050
Ramsey,5-9,Male,336.3695663621522,2050
Ramsey,10-14,Male,322.66754949289015,2050
Ramsey,15-19,Male,317.9922951343698,2050
Ramsey,20-24,Male,267.37434504363824,2050
Ramsey,25-29,Male,244.6347762510829,2050
Ramsey,30-34,Male,310.63796345137274,2050
Ramsey,35-39,Male,316.46204431011284,2050
Ramsey,40-44,Male,274.68863295725595,2050
Ramsey,45-49,Male,253.21823349517987,2050
Ramsey,50-54,Male,260.4215908693705,2050
Ramsey,55-59,Male,234.4734076545611,2050
Ramsey,60-64,Male,259.45508578499386,2050
Ramsey,65-69,Male,236.24084608012853,2050
Ramsey,70-74,Male,160.38141380433706,2050
Ramsey,75-79,Male,114.08457769656648,2050
Ramsey,80-84,Male,98.00416237462585,2050
Ramsey,85+,Male,224.0265796339599,2050
Ramsey,0-4,Female,329.1913345059945,2050
Ramsey,5-9,Female,333.086298399509,2050
Ramsey,10-14,Female,335.7204491191789,2050
Ramsey,15-19,Female,332.5160771317827,2050
Ramsey,20-24,Female,290.1439887849289,2050
Ramsey,25-29,Female,260.4041942027963,2050
Ramsey,30-34,Female,368.4723524924617,2050
Ramsey,35-39,Female,333.1335318681465,2050
Ramsey,40-44,Female,287.81919692308975,2050
Ramsey,45-49,Female,338.0507352192268,2050
Ramsey,50-54,Female,285.4585761297761,2050
Ramsey,55-59,Female,293.5951288670834,2050
Ramsey,60-64,Female,291.4735133932427,2050
Ramsey,65-69,Female,264.6195333026969,2050
Ramsey,70-74,Female,216.08838975480973,2050
Ramsey,75-79,Female,206.17759824658484,2050
Ramsey,80-84,Female,214.118524688413,2050
Ramsey,85+,Female,545.9184317725163,2050
Ransom,0-4,Male,166.85403412537198,2050
Ransom,5-9,Male,183.15742856967216,2050
Ransom,10-14,Male,189.74577053002068,2050
Ransom,15-19,Male,158.57371686363254,2050
Ransom,20-24,Male,110.10457001125384,2050
Ransom,25-29,Male,114.52763513624699,2050
Ransom,30-34,Male,173.45164388016804,2050
Ransom,35-39,Male,154.6097203233927,2050
Ransom,40-44,Male,181.5755720651719,2050
Ransom,45-49,Male,214.3283074826307,2050
Ransom,50-54,Male,130.3171775289893,2050
Ransom,55-59,Male,166.7987077286586,2050
Ransom,60-64,Male,144.01109812614513,2050
Ransom,65-69,Male,116.41591229737453,2050
Ransom,70-74,Male,100.32695983818526,2050
Ransom,75-79,Male,80.59235145348464,2050
Ransom,80-84,Male,67.81895385551077,2050
Ransom,85+,Male,152.80552021823908,2050
Ransom,0-4,Female,159.52725955939806,2050
Ransom,5-9,Female,177.56597511442848,2050
Ransom,10-14,Female,191.54404032829345,2050
Ransom,15-19,Female,163.5828510633941,2050
Ransom,20-24,Female,116.90942315554832,2050
Ransom,25-29,Female,139.09968111086508,2050
Ransom,30-34,Female,143.8957966016867,2050
Ransom,35-39,Female,185.9123573831102,2050
Ransom,40-44,Female,188.9327117473891,2050
Ransom,45-49,Female,153.3761504177193,2050
Ransom,50-54,Female,158.23947453508598,2050
Ransom,55-59,Female,150.35158140674972,2050
Ransom,60-64,Female,136.1272657616927,2050
Ransom,65-69,Female,126.76837959573682,2050
Ransom,70-74,Female,129.00192335243432,2050
Ransom,75-79,Female,102.78361718717387,2050
Ransom,80-84,Female,98.99203359921069,2050
Ransom,85+,Female,318.04684465334725,2050
Renville,0-4,Male,64.25154900846742,2050
Renville,5-9,Male,69.74368058531056,2050
Renville,10-14,Male,76.07726980353361,2050
Renville,15-19,Male,64.55000239680646,2050
Renville,20-24,Male,48.95251660669055,2050
Renville,25-29,Male,56.97419822072191,2050
Renville,30-34,Male,62.4505965185207,2050
Renville,35-39,Male,65.16755998073741,2050
Renville,40-44,Male,70.58109795703923,2050
Renville,45-49,Male,58.231721454719015,2050
Renville,50-54,Male,25.57148050564293,2050
Renville,55-59,Male,52.05874910563686,2050
Renville,60-64,Male,55.718139464381274,2050
Renville,65-69,Male,55.66361534710663,2050
Renville,70-74,Male,20.30929729441185,2050
Renville,75-79,Male,29.441764821740055,2050
Renville,80-84,Male,24.48429562012179,2050
Renville,85+,Male,44.314818651584744,2050
Renville,0-4,Female,61.43018111306522,2050
Renville,5-9,Female,66.05557300239991,2050
Renville,10-14,Female,79.96362246543421,2050
Renville,15-19,Female,71.45563799002082,2050
Renville,20-24,Female,50.310030415173514,2050
Renville,25-29,Female,51.27251485606887,2050
Renville,30-34,Female,48.96768576442556,2050
Renville,35-39,Female,53.357263523768715,2050
Renville,40-44,Female,70.88478775476628,2050
Renville,45-49,Female,77.93579733749381,2050
Renville,50-54,Female,49.27879629690997,2050
Renville,55-59,Female,45.62710288625536,2050
Renville,60-64,Female,53.37613240046006,2050
Renville,65-69,Female,40.83067198730255,2050
Renville,70-74,Female,41.148677998326086,2050
Renville,75-79,Female,41.625859629571735,2050
Renville,80-84,Female,35.144068559207696,2050
Renville,85+,Female,94.23429564632539,2050
Richland,0-4,Male,388.2913626199696,2050
Richland,5-9,Male,391.90187034262146,2050
Richland,10-14,Male,382.0456268155803,2050
Richland,15-19,Male,493.84572832484054,2050
Richland,20-24,Male,492.3281521033055,2050
Richland,25-29,Male,276.1555648532507,2050
Richland,30-34,Male,357.9515248016121,2050
Richland,35-39,Male,469.21662990366315,2050
Richland,40-44,Male,349.6735930395326,2050
Richland,45-49,Male,521.877769272068,2050
Richland,50-54,Male,437.46853283626785,2050
Richland,55-59,Male,351.055089157277,2050
Richland,60-64,Male,333.658771200239,2050
Richland,65-69,Male,283.56191389893365,2050
Richland,70-74,Male,240.4498262075816,2050
Richland,75-79,Male,164.88333849841143,2050
Richland,80-84,Male,150.2703456502505,2050
Richland,85+,Male,336.6677675297502,2050
Richland,0-4,Female,371.24099104972805,2050
Richland,5-9,Female,392.77322712254295,2050
Richland,10-14,Female,410.51798476260205,2050
Richland,15-19,Female,489.7278625926507,2050
Richland,20-24,Female,451.5614080788255,2050
Richland,25-29,Female,318.09541950797336,2050
Richland,30-34,Female,405.11944731597504,2050
Richland,35-39,Female,453.32796711174365,2050
Richland,40-44,Female,415.19322200598305,2050
Richland,45-49,Female,461.8209307936148,2050
Richland,50-54,Female,445.74108826833145,2050
Richland,55-59,Female,392.98062677560864,2050
Richland,60-64,Female,382.87829402347734,2050
Richland,65-69,Female,382.4459759259544,2050
Richland,70-74,Female,297.1781176794592,2050
Richland,75-79,Female,253.2635584810061,2050
Richland,80-84,Female,265.23913745996924,2050
Richland,85+,Female,832.631890846784,2050
Rolette,0-4,Male,488.6733201997112,2050
Rolette,5-9,Male,510.7946084649019,2050
Rolette,10-14,Male,496.3823290319249,2050
Rolette,15-19,Male,442.4057605793802,2050
Rolette,20-24,Male,293.69033303823886,2050
Rolette,25-29,Male,229.85546052925088,2050
Rolette,30-34,Male,257.01423858494735,2050
Rolette,35-39,Male,335.68032875929725,2050
Rolette,40-44,Male,326.7782211751187,2050
Rolette,45-49,Male,304.3794709346669,2050
Rolette,50-54,Male,160.18944700125436,2050
Rolette,55-59,Male,187.37248869225292,2050
Rolette,60-64,Male,157.3226388355459,2050
Rolette,65-69,Male,172.32650655382224,2050
Rolette,70-74,Male,120.6612414894649,2050
Rolette,75-79,Male,111.83130091735461,2050
Rolette,80-84,Male,75.05526710430766,2050
Rolette,85+,Male,117.15196708346815,2050
Rolette,0-4,Female,467.21504817004586,2050
Rolette,5-9,Female,488.44128051960905,2050
Rolette,10-14,Female,498.0235391695442,2050
Rolette,15-19,Female,458.34768247904475,2050
Rolette,20-24,Female,351.0637310071748,2050
Rolette,25-29,Female,297.12596852243337,2050
Rolette,30-34,Female,312.773211943648,2050
Rolette,35-39,Female,376.21766202132335,2050
Rolette,40-44,Female,421.61225137054316,2050
Rolette,45-49,Female,352.3914680268826,2050
Rolette,50-54,Female,252.22436099634393,2050
Rolette,55-59,Female,267.66074575463904,2050
Rolette,60-64,Female,273.42070837910603,2050
Rolette,65-69,Female,260.1347615649042,2050
Rolette,70-74,Female,204.55232933487088,2050
Rolette,75-79,Female,148.39353886455385,2050
Rolette,80-84,Female,157.72444796398398,2050
Rolette,85+,Female,308.9366049021759,2050
Sargent,0-4,Male,99.61830492637378,2050
Sargent,5-9,Male,106.13778828932632,2050
Sargent,10-14,Male,109.55373717669421,2050
Sargent,15-19,Male,87.71200012155616,2050
Sargent,20-24,Male,58.32813233639972,2050
Sargent,25-29,Male,77.29577410420524,2050
Sargent,30-34,Male,75.01370472124128,2050
Sargent,35-39,Male,90.26481040904429,2050
Sargent,40-44,Male,112.67176870221324,2050
Sargent,45-49,Male,105.02296043351915,2050
Sargent,50-54,Male,110.70139472575052,2050
Sargent,55-59,Male,111.5734337585084,2050
Sargent,60-64,Male,106.98379346194922,2050
Sargent,65-69,Male,77.02789829181867,2050
Sargent,70-74,Male,87.863934039535,2050
Sargent,75-79,Male,51.169684872066995,2050
Sargent,80-84,Male,45.170071317704426,2050
Sargent,85+,Male,76.37602010853362,2050
Sargent,0-4,Female,95.2439374340567,2050
Sargent,5-9,Female,104.65204377637889,2050
Sargent,10-14,Female,104.12423675246669,2050
Sargent,15-19,Female,91.21024452309949,2050
Sargent,20-24,Female,62.2444429541342,2050
Sargent,25-29,Female,76.84782025063994,2050
Sargent,30-34,Female,108.6942922486895,2050
Sargent,35-39,Female,95.50732678009545,2050
Sargent,40-44,Female,95.81643318896212,2050
Sargent,45-49,Female,111.41396611903127,2050
Sargent,50-54,Female,77.90226588852383,2050
Sargent,55-59,Female,82.10700760572362,2050
Sargent,60-64,Female,77.86919738138191,2050
Sargent,65-69,Female,77.18402271076047,2050
Sargent,70-74,Female,71.34281282351783,2050
Sargent,75-79,Female,59.00864275348598,2050
Sargent,80-84,Female,73.90832802674957,2050
Sargent,85+,Female,153.6041477947589,2050
Sheridan,0-4,Male,28.89772992447213,2050
Sheridan,5-9,Male,44.86994779206722,2050
Sheridan,10-14,Male,30.175579572921027,2050
Sheridan,15-19,Male,24.065896971707573,2050
Sheridan,20-24,Male,12.965194643490786,2050
Sheridan,25-29,Male,18.98689288433953,2050
Sheridan,30-34,Male,20.923450546758517,2050
Sheridan,35-39,Male,34.57711350887333,2050
Sheridan,40-44,Male,21.664857885460176,2050
Sheridan,45-49,Male,24.999014035284176,2050
Sheridan,50-54,Male,16.556583033278827,2050
