level,geography,fips,method,year,horizon,projected,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95
county,Kidder County,38043,sdc_2024,2029,4,2349.45,2232.96,2357.95,2170.59,2427.50,2081.97,2477.42
county,Kidder County,38043,sdc_2024,2030,5,2338.00,2176.57,2294.54,2067.90,2450.88,1960.13,2579.20
county,Kidder County,38043,sdc_2024,2031,6,2326.31,2139.97,2276.17,2054.42,2472.76,1941.47,2629.86
county,Kidder County,38043,sdc_2024,2032,7,2314.27,2098.58,2258.98,1973.33,2466.12,1898.50,2662.35
county,Kidder County,38043,sdc_2024,2033,8,2301.87,2053.19,2238.38,1921.39,2462.05,1859.15,2632.71
county,Kidder County,38043,sdc_2024,2034,9,2289.05,2002.06,2219.64,1853.79,2425.12,1774.10,2632.97
county,Kidder County,38043,sdc_2024,2035,10,2275.76,1910.94,2114.11,1706.57,2254.83,1650.52,2358.16
county,Kidder County,38043,sdc_2024,2036,11,2261.91,1889.24,2087.24,1661.26,2234.26,1562.10,2391.81
county,Kidder County,38043,sdc_2024,2037,12,2247.53,1854.25,2068.40,1661.42,2235.00,1568.06,2371.09
county,Kidder County,38043,sdc_2024,2038,13,2232.74,1820.36,2057.28,1648.51,2199.80,1536.73,2355.55
county,Kidder County,38043,sdc_2024,2039,14,2217.64,1770.60,2029.58,1634.42,2183.89,1482.11,2332.56
county,Kidder County,38043,sdc_2024,2040,15,2202.42,1712.08,1953.52,1520.69,2170.89,1465.90,2227.87
county,Kidder County,38043,sdc_2024,2041,16,2186.38,1684.85,1899.97,1506.43,2158.59,1414.08,2244.97
county,Kidder County,38043,sdc_2024,2042,17,2169.87,1636.02,1875.85,1471.84,2139.95,1328.14,2247.87
county,Kidder County,38043,sdc_2024,2043,18,2153.12,1600.04,1848.94,1417.48,2074.29,1274.92,2240.40
county,Kidder County,38043,sdc_2024,2044,19,2136.32,1567.30,1817.19,1367.50,2048.77,1208.57,2194.87
county,Kidder County,38043,sdc_2024,2045,20,2119.66,1408.98,1922.03,1178.09,2152.91,1039.92,2291.09
county,Kidder County,38043,sdc_2024,2046,21,2103.85,1364.63,1893.00,1126.85,2130.77,984.56,2273.07
county,Kidder County,38043,sdc_2024,2047,22,2083.58,1318.07,1860.09,1074.16,2104.00,928.18,2249.98
county,Kidder County,38043,sdc_2024,2048,23,2064.35,1272.91,1828.29,1022.99,2078.21,873.42,2227.78
county,Kidder County,38043,sdc_2024,2049,24,2045.98,1228.98,1797.42,973.18,2053.23,820.09,2206.31
county,Kidder County,38043,sdc_2024,2050,25,2028.29,1186.13,1767.32,924.58,2028.86,768.06,2185.38
county,Kidder County,38043,sdc_2024,2051,26,2011.08,1144.19,1737.80,877.06,2004.93,717.19,2164.80
county,Kidder County,38043,sdc_2024,2052,27,1994.29,1103.11,1708.81,830.54,1981.38,667.41,2144.50
county,Kidder County,38043,sdc_2024,2053,28,1977.80,1062.80,1680.23,784.94,1958.09,618.65,2124.38
county,Kidder County,38043,sdc_2024,2054,29,1961.48,1023.17,1651.98,740.19,1934.95,570.84,2104.30
county,Kidder County,38043,sdc_2024,2055,30,1945.24,984.16,1623.96,696.24,1911.88,523.93,2084.18
county,LaMoure County,38045,sdc_2024,2025,0,4135.00,4135.00,4135.00,4135.00,4135.00,4135.00,4135.00
county,LaMoure County,38045,sdc_2024,2026,1,4110.44,4062.68,4120.56,4036.10,4156.62,4022.62,4203.33
county,LaMoure County,38045,sdc_2024,2027,2,4089.43,4002.76,4098.33,3959.21,4183.02,3922.04,4216.55
county,LaMoure County,38045,sdc_2024,2028,3,4071.43,3943.12,4086.37,3857.84,4184.48,3724.04,4258.55
county,LaMoure County,38045,sdc_2024,2029,4,4056.44,3855.32,4071.12,3747.62,4191.19,3594.62,4277.39
county,LaMoure County,38045,sdc_2024,2030,5,4044.83,3765.54,3969.63,3577.54,4240.10,3391.09,4462.10
county,LaMoure County,38045,sdc_2024,2031,6,4034.00,3710.88,3947.06,3562.53,4287.97,3366.67,4560.38
county,LaMoure County,38045,sdc_2024,2032,7,4024.02,3648.99,3927.87,3431.20,4288.06,3301.08,4629.25
county,LaMoure County,38045,sdc_2024,2033,8,4014.83,3581.09,3904.08,3351.21,4294.20,3242.66,4591.86
county,LaMoure County,38045,sdc_2024,2034,9,4006.10,3503.82,3884.62,3244.34,4244.23,3104.86,4607.99
county,LaMoure County,38045,sdc_2024,2035,10,3997.32,3356.51,3713.37,2997.55,3960.54,2899.09,4142.03
county,LaMoure County,38045,sdc_2024,2036,11,3988.69,3331.52,3680.68,2929.50,3939.94,2754.64,4217.76
county,LaMoure County,38045,sdc_2024,2037,12,3979.68,3283.30,3662.49,2941.86,3957.49,2776.54,4198.46
county,LaMoure County,38045,sdc_2024,2038,13,3970.02,3236.77,3658.03,2931.20,3911.45,2732.45,4188.39
county,LaMoure County,38045,sdc_2024,2039,14,3959.67,3161.46,3623.88,2918.30,3899.41,2646.35,4164.86
county,LaMoure County,38045,sdc_2024,2040,15,3948.76,3069.63,3502.51,2726.47,3892.24,2628.24,3994.39
county,LaMoure County,38045,sdc_2024,2041,16,3934.84,3032.23,3419.38,2711.13,3884.83,2544.93,4040.28
county,LaMoure County,38045,sdc_2024,2042,17,3917.90,2953.97,3387.02,2657.54,3863.87,2398.08,4058.74
county,LaMoure County,38045,sdc_2024,2043,18,3898.09,2896.77,3347.39,2566.26,3755.37,2308.16,4056.11
county,LaMoure County,38045,sdc_2024,2044,19,3875.66,2843.36,3296.69,2480.89,3716.83,2192.55,3981.88
county,LaMoure County,38045,sdc_2024,2045,20,3850.94,2559.79,3491.89,2140.33,3911.35,1889.30,4162.38
county,LaMoure County,38045,sdc_2024,2046,21,3827.74,2482.80,3444.11,2050.19,3876.71,1791.29,4135.61
county,LaMoure County,38045,sdc_2024,2047,22,3796.38,2401.59,3389.17,1957.17,3833.60,1691.20,4099.57
county,LaMoure County,38045,sdc_2024,2048,23,3767.25,2322.95,3336.46,1866.86,3792.55,1593.91,4065.50
county,LaMoure County,38045,sdc_2024,2049,24,3740.20,2246.67,3285.81,1779.04,3753.44,1499.18,4033.30
county,LaMoure County,38045,sdc_2024,2050,25,3714.97,2172.48,3236.98,1693.44,3716.01,1406.76,4002.70
county,LaMoure County,38045,sdc_2024,2051,26,3690.44,2099.64,3188.95,1609.44,3679.15,1316.08,3972.52
county,LaMoure County,38045,sdc_2024,2052,27,3666.05,2027.82,3141.25,1526.75,3642.32,1226.89,3942.18
county,LaMoure County,38045,sdc_2024,2053,28,3641.56,1956.84,3093.68,1445.24,3605.27,1139.08,3911.44
county,LaMoure County,38045,sdc_2024,2054,29,3616.80,1886.63,3046.11,1364.85,3567.89,1052.58,3880.15
county,LaMoure County,38045,sdc_2024,2055,30,3591.74,1817.17,2998.52,1285.55,3530.15,967.39,3848.30
county,Logan County,38047,sdc_2024,2025,0,1859.00,1859.00,1859.00,1859.00,1859.00,1859.00,1859.00
county,Logan County,38047,sdc_2024,2026,1,1857.89,1836.31,1862.47,1824.29,1878.77,1818.20,1899.88
county,Logan County,38047,sdc_2024,2027,2,1859.92,1820.50,1863.97,1800.69,1902.49,1783.79,1917.74
county,Logan County,38047,sdc_2024,2028,3,1864.09,1805.34,1870.93,1766.30,1915.85,1705.04,1949.76
county,Logan County,38047,sdc_2024,2029,4,1869.96,1777.24,1876.72,1727.60,1932.07,1657.06,1971.81
county,Logan County,38047,sdc_2024,2030,5,1877.59,1747.94,1842.68,1660.67,1968.23,1574.12,2071.28
county,Logan County,38047,sdc_2024,2031,6,1885.44,1734.42,1844.80,1665.08,2004.14,1573.54,2131.47
county,Logan County,38047,sdc_2024,2032,7,1893.37,1716.91,1848.13,1614.44,2017.61,1553.22,2178.14
county,Logan County,38047,sdc_2024,2033,8,1901.21,1695.82,1848.77,1586.96,2033.51,1535.55,2174.47
county,Logan County,38047,sdc_2024,2034,9,1908.72,1669.41,1850.84,1545.78,2022.18,1479.32,2195.49
county,Logan County,38047,sdc_2024,2035,10,1915.60,1608.52,1779.53,1436.49,1897.98,1389.31,1984.96
county,Logan County,38047,sdc_2024,2036,11,1921.91,1605.26,1773.50,1411.55,1898.42,1327.30,2032.29
county,Logan County,38047,sdc_2024,2037,12,1927.18,1589.95,1773.58,1424.61,1916.43,1344.55,2033.12
county,Logan County,38047,sdc_2024,2038,13,1931.19,1574.50,1779.42,1425.86,1902.70,1329.18,2037.41
county,Logan County,38047,sdc_2024,2039,14,1933.77,1543.96,1769.78,1425.20,1904.34,1292.39,2033.98
county,Logan County,38047,sdc_2024,2040,15,1934.82,1504.07,1716.17,1335.93,1907.13,1287.79,1957.18
county,Logan County,38047,sdc_2024,2041,16,1933.14,1489.69,1679.89,1331.94,1908.56,1250.29,1984.94
county,Logan County,38047,sdc_2024,2042,17,1928.81,1454.26,1667.45,1308.32,1902.21,1180.59,1998.15
county,Logan County,38047,sdc_2024,2043,18,1922.15,1428.40,1650.60,1265.42,1851.78,1138.15,2000.07
county,Logan County,38047,sdc_2024,2044,19,1913.55,1403.87,1627.70,1224.91,1835.13,1082.54,1966.00
county,Logan County,38047,sdc_2024,2045,20,1903.84,1265.51,1726.33,1058.14,1933.70,934.04,2057.81
county,Logan County,38047,sdc_2024,2046,21,1894.45,1228.80,1704.58,1014.69,1918.68,886.56,2046.82
county,Logan County,38047,sdc_2024,2047,22,1881.75,1190.40,1679.91,970.11,1900.20,838.28,2032.03
county,Logan County,38047,sdc_2024,2048,23,1869.66,1152.87,1655.86,926.51,1882.22,791.04,2017.68
county,Logan County,38047,sdc_2024,2049,24,1858.19,1116.18,1632.45,883.86,1864.77,744.82,2003.81
county,Logan County,38047,sdc_2024,2050,25,1847.38,1080.33,1609.69,842.12,1847.90,699.55,1990.47
county,Logan County,38047,sdc_2024,2051,26,1836.94,1045.11,1587.32,801.11,1831.32,655.09,1977.35
county,Logan County,38047,sdc_2024,2052,27,1826.76,1010.44,1565.26,760.77,1814.93,611.35,1964.35
county,Logan County,38047,sdc_2024,2053,28,1816.86,976.31,1543.51,721.07,1798.75,568.31,1951.51
county,Logan County,38047,sdc_2024,2054,29,1807.26,942.72,1522.09,681.99,1782.82,525.96,1938.85
county,Logan County,38047,sdc_2024,2055,30,1798.01,909.67,1501.05,643.54,1767.18,484.27,1926.44
county,McHenry County,38049,sdc_2024,2025,0,5130.00,5130.00,5130.00,5130.00,5130.00,5130.00,5130.00
county,McHenry County,38049,sdc_2024,2026,1,5071.86,5012.92,5084.35,4980.12,5128.84,4963.50,5186.47
county,McHenry County,38049,sdc_2024,2027,2,5019.93,4913.54,5030.85,4860.08,5134.82,4814.46,5175.98
county,McHenry County,38049,sdc_2024,2028,3,4973.25,4816.52,4991.50,4712.35,5111.34,4548.92,5201.82
county,McHenry County,38049,sdc_2024,2029,4,4930.98,4686.50,4948.83,4555.59,5094.78,4369.59,5199.57
county,McHenry County,38049,sdc_2024,2030,5,4893.99,4556.07,4803.01,4328.60,5130.26,4103.01,5398.87
county,McHenry County,38049,sdc_2024,2031,6,4856.68,4467.65,4752.00,4289.05,5162.43,4053.25,5490.41
county,McHenry County,38049,sdc_2024,2032,7,4819.71,4370.51,4704.55,4109.67,5135.95,3953.81,5544.60
county,McHenry County,38049,sdc_2024,2033,8,4783.55,4266.77,4651.60,3992.87,5116.42,3863.53,5471.07
county,McHenry County,38049,sdc_2024,2034,9,4748.40,4153.06,4604.42,3845.50,5030.66,3680.18,5461.82
county,McHenry County,38049,sdc_2024,2035,10,4714.24,3958.50,4379.36,3535.16,4670.87,3419.04,4884.91
county,McHenry County,38049,sdc_2024,2036,11,4681.18,3909.91,4319.70,3438.10,4623.97,3232.88,4950.02
county,McHenry County,38049,sdc_2024,2037,12,4649.51,3835.93,4278.94,3437.02,4623.59,3243.87,4905.11
county,McHenry County,38049,sdc_2024,2038,13,4619.64,3766.40,4256.60,3410.84,4551.48,3179.56,4873.73
county,McHenry County,38049,sdc_2024,2039,14,4591.58,3665.99,4202.20,3384.02,4521.70,3068.68,4829.52
county,McHenry County,38049,sdc_2024,2040,15,4565.09,3548.74,4049.19,3152.03,4499.75,3038.46,4617.84
county,McHenry County,38049,sdc_2024,2041,16,4540.31,3498.81,3945.53,3128.30,4482.60,2936.53,4661.98
county,McHenry County,38049,sdc_2024,2042,17,4516.50,3405.30,3904.52,3063.58,4454.22,2764.47,4678.86
county,McHenry County,38049,sdc_2024,2043,18,4493.12,3338.96,3858.36,2957.99,4328.62,2660.49,4675.26
county,McHenry County,38049,sdc_2024,2044,19,4469.80,3279.25,3802.08,2861.22,4286.62,2528.67,4592.30
county,McHenry County,38049,sdc_2024,2045,20,4446.57,2955.71,4031.98,2471.37,4516.32,2181.52,4806.18
county,McHenry County,38049,sdc_2024,2046,21,4425.47,2870.50,3981.93,2370.34,4482.09,2071.02,4781.42
county,McHenry County,38049,sdc_2024,2047,22,4396.65,2781.33,3925.06,2266.63,4439.75,1958.60,4747.78
county,McHenry County,38049,sdc_2024,2048,23,4369.18,2694.12,3869.56,2165.15,4398.53,1848.58,4715.09
county,McHenry County,38049,sdc_2024,2049,24,4342.79,2608.64,3815.20,2065.67,4358.17,1740.72,4683.12
county,McHenry County,38049,sdc_2024,2050,25,4317.48,2524.82,3761.96,1968.09,4318.69,1634.91,4651.87
county,McHenry County,38049,sdc_2024,2051,26,4291.81,2441.79,3708.60,1871.71,4278.68,1530.54,4619.85
county,McHenry County,38049,sdc_2024,2052,27,4265.47,2359.38,3654.86,1776.39,4237.85,1427.49,4586.75
county,McHenry County,38049,sdc_2024,2053,28,4238.59,2277.66,3600.89,1682.19,4196.36,1325.83,4552.72
county,McHenry County,38049,sdc_2024,2054,29,4211.22,2196.69,3546.73,1589.16,4154.26,1225.57,4517.85
county,McHenry County,38049,sdc_2024,2055,30,4183.32,2116.47,3492.39,1497.28,4111.57,1126.73,4482.13
county,McIntosh County,38051,sdc_2024,2025,0,2451.00,2451.00,2451.00,2451.00,2451.00,2451.00,2451.00
county,McIntosh County,38051,sdc_2024,2026,1,2455.30,2426.77,2461.35,2410.89,2482.89,2402.85,2510.79
county,McIntosh County,38051,sdc_2024,2027,2,2459.78,2407.65,2465.13,2381.45,2516.08,2359.10,2536.25
county,McIntosh County,38051,sdc_2024,2028,3,2464.09,2386.43,2473.13,2334.82,2532.50,2253.84,2577.33
county,McIntosh County,38051,sdc_2024,2029,4,2467.49,2345.15,2476.42,2279.64,2549.46,2186.57,2601.89
county,McIntosh County,38051,sdc_2024,2030,5,2469.65,2299.13,2423.74,2184.34,2588.88,2070.50,2724.43
county,McIntosh County,38051,sdc_2024,2031,6,2471.52,2273.55,2418.25,2182.66,2627.11,2062.66,2794.02
county,McIntosh County,38051,sdc_2024,2032,7,2473.13,2242.63,2414.04,2108.79,2635.40,2028.81,2845.09
county,McIntosh County,38051,sdc_2024,2033,8,2474.55,2207.22,2406.29,2065.53,2646.74,1998.62,2830.21
county,McIntosh County,38051,sdc_2024,2034,9,2475.73,2165.33,2400.66,2004.98,2622.90,1918.78,2847.70
county,McIntosh County,38051,sdc_2024,2035,10,2476.55,2079.54,2300.63,1857.14,2453.77,1796.14,2566.21
county,McIntosh County,38051,sdc_2024,2036,11,2476.91,2068.82,2285.64,1819.17,2446.64,1710.59,2619.16
county,McIntosh County,38051,sdc_2024,2037,12,2476.66,2043.28,2279.26,1830.80,2462.85,1727.91,2612.81
county,McIntosh County,38051,sdc_2024,2038,13,2475.85,2018.57,2281.28,1828.00,2439.32,1704.05,2612.03
county,McIntosh County,38051,sdc_2024,2039,14,2474.57,1975.74,2264.72,1823.78,2436.91,1653.82,2602.81
county,McIntosh County,38051,sdc_2024,2040,15,2472.95,1922.38,2193.48,1707.48,2437.55,1645.96,2501.52
county,McIntosh County,38051,sdc_2024,2041,16,2469.90,1903.33,2146.35,1701.78,2438.51,1597.45,2536.09
county,McIntosh County,38051,sdc_2024,2042,17,2465.46,1858.88,2131.39,1672.34,2431.47,1509.07,2554.09
county,McIntosh County,38051,sdc_2024,2043,18,2459.82,1827.95,2112.31,1619.39,2369.76,1456.52,2559.53
county,McIntosh County,38051,sdc_2024,2044,19,2453.16,1799.75,2086.70,1570.32,2352.63,1387.81,2520.40
county,McIntosh County,38051,sdc_2024,2045,20,2445.71,1625.71,2217.68,1359.31,2484.08,1199.88,2643.51
county,McIntosh County,38051,sdc_2024,2046,21,2438.91,1581.96,2194.48,1306.32,2470.12,1141.36,2635.08
county,McIntosh County,38051,sdc_2024,2047,22,2427.20,1535.45,2166.86,1251.31,2451.00,1081.26,2621.04
county,McIntosh County,38051,sdc_2024,2048,23,2415.78,1489.61,2139.53,1197.14,2432.00,1022.11,2607.04
county,McIntosh County,38051,sdc_2024,2049,24,2404.41,1444.28,2112.30,1143.67,2412.92,963.76,2592.83
county,McIntosh County,38051,sdc_2024,2050,25,2392.94,1399.37,2085.05,1090.80,2393.61,906.14,2578.28
county,McIntosh County,38051,sdc_2024,2051,26,2381.00,1354.65,2057.45,1038.38,2373.72,849.11,2562.99
county,McIntosh County,38051,sdc_2024,2052,27,2368.46,1310.08,2029.42,986.36,2353.13,792.63,2546.86
county,McIntosh County,38051,sdc_2024,2053,28,2355.30,1265.65,2000.94,934.76,2331.83,736.74,2529.86
county,McIntosh County,38051,sdc_2024,2054,29,2341.53,1221.41,1972.06,883.61,2309.86,681.45,2512.02
county,McIntosh County,38051,sdc_2024,2055,30,2327.21,1177.41,1942.84,832.95,2287.29,626.81,2493.44
county,McKenzie County,38053,sdc_2024,2025,0,15192.00,15192.00,15192.00,15192.00,15192.00,15192.00,15192.00
county,McKenzie County,38053,sdc_2024,2026,1,15201.11,15024.47,15238.54,14926.16,15371.88,14876.33,15544.62
county,McKenzie County,38053,sdc_2024,2027,2,15291.21,14967.12,15324.47,14804.28,15641.17,14665.31,15766.55
county,McKenzie County,38053,sdc_2024,2028,3,15462.53,14975.21,15519.27,14651.34,15891.84,14143.20,16173.16
county,McKenzie County,38053,sdc_2024,2029,4,15718.30,14938.97,15775.17,14521.66,16240.42,13928.78,16574.45
county,McKenzie County,38053,sdc_2024,2030,5,16064.69,14955.44,15766.03,14208.76,16840.25,13468.25,17721.96
county,McKenzie County,38053,sdc_2024,2031,6,16416.69,15101.70,16062.85,14497.99,17450.21,13700.92,18558.84
county,McKenzie County,38053,sdc_2024,2032,7,16776.24,15212.71,16375.40,14304.78,17877.02,13762.28,19299.44
county,McKenzie County,38053,sdc_2024,2033,8,17144.85,15292.64,16671.91,14310.95,18337.88,13847.39,19609.01
county,McKenzie County,38053,sdc_2024,2034,9,17523.84,15326.75,16992.47,14191.71,18565.52,13581.58,20156.70
county,McKenzie County,38053,sdc_2024,2035,10,17914.61,15042.73,16642.04,13433.99,17749.81,12992.73,18563.18
county,McKenzie County,38053,sdc_2024,2036,11,18318.76,15300.57,16904.18,13454.23,18094.87,12651.16,19370.79
county,McKenzie County,38053,sdc_2024,2037,12,18738.27,15459.38,17244.80,13851.72,18633.80,13073.30,19768.37
county,McKenzie County,38053,sdc_2024,2038,13,19175.48,15633.82,17668.54,14157.92,18892.58,13197.93,20230.20
county,McKenzie County,38053,sdc_2024,2039,14,19632.38,15674.81,17967.50,14469.19,19333.60,13120.85,20649.73
county,McKenzie County,38053,sdc_2024,2040,15,20110.34,15633.07,17837.65,13885.44,19822.49,13385.14,20342.72
county,McKenzie County,38053,sdc_2024,2041,16,20593.44,15869.51,17895.70,14189.00,20331.69,13319.18,21145.30
county,McKenzie County,38053,sdc_2024,2042,17,21081.91,15895.11,18225.31,14300.00,20791.20,12903.87,21839.77
county,McKenzie County,38053,sdc_2024,2043,18,21576.70,16034.21,18528.47,14204.73,20786.73,12776.10,22451.34
county,McKenzie County,38053,sdc_2024,2044,19,22077.85,16197.35,18779.77,14132.52,21173.09,12489.96,22682.95
county,McKenzie County,38053,sdc_2024,2045,20,22584.75,15012.48,20479.02,12552.46,22939.05,11080.23,24411.27
county,McKenzie County,38053,sdc_2024,2046,21,23109.92,14989.86,20793.76,12378.01,23405.61,10814.92,24968.69
county,McKenzie County,38053,sdc_2024,2047,22,23611.44,14936.62,21078.82,12172.53,23842.90,10518.34,25497.10
county,McKenzie County,38053,sdc_2024,2048,23,24121.59,14873.81,21363.25,11953.46,24283.60,10205.74,26031.32
county,McKenzie County,38053,sdc_2024,2049,24,24636.67,14798.81,21643.64,11718.53,24723.92,9875.11,26567.34
county,McKenzie County,38053,sdc_2024,2050,25,25153.57,14709.58,21917.14,11466.07,25160.65,9524.96,27101.76
county,McKenzie County,38053,sdc_2024,2051,26,25667.79,14603.49,22179.82,11194.02,25589.29,9153.59,27629.72
county,McKenzie County,38053,sdc_2024,2052,27,26176.54,14479.12,22429.32,10901.40,26007.04,8760.28,28148.16
county,McKenzie County,38053,sdc_2024,2053,28,26677.20,14335.34,22663.55,10587.52,26411.37,8344.60,28654.29
county,McKenzie County,38053,sdc_2024,2054,29,27167.66,14171.45,22880.87,10252.08,26800.24,7906.49,29145.83
county,McKenzie County,38053,sdc_2024,2055,30,27646.53,13987.24,23080.35,9895.19,27172.40,7446.27,29621.32
county,McLean County,38055,sdc_2024,2025,0,9740.00,9740.00,9740.00,9740.00,9740.00,9740.00,9740.00
county,McLean County,38055,sdc_2024,2026,1,9745.36,9632.12,9769.36,9569.09,9854.84,9537.15,9965.59
county,McLean County,38055,sdc_2024,2027,2,9752.98,9546.28,9774.20,9442.41,9976.20,9353.77,10056.17
county,McLean County,38055,sdc_2024,2028,3,9761.49,9453.84,9797.31,9249.39,10032.52,8928.60,10210.11
county,McLean County,38055,sdc_2024,2029,4,9772.76,9288.22,9808.12,9028.76,10097.39,8660.14,10305.07
county,McLean County,38055,sdc_2024,2030,5,9787.94,9112.09,9605.97,8657.15,10260.47,8205.97,10797.68
county,McLean County,38055,sdc_2024,2031,6,9800.38,9015.37,9589.15,8654.96,10417.37,8179.13,11079.20
county,McLean County,38055,sdc_2024,2032,7,9810.70,8896.35,9576.28,8365.39,10454.43,8048.14,11286.25
county,McLean County,38055,sdc_2024,2033,8,9819.16,8758.37,9548.30,8196.14,10502.43,7930.65,11230.43
county,McLean County,38055,sdc_2024,2034,9,9826.23,8594.24,9528.27,7957.78,10410.33,7615.66,11302.56
county,McLean County,38055,sdc_2024,2035,10,9832.56,8256.31,9134.11,7373.35,9742.11,7131.15,10188.54
county,McLean County,38055,sdc_2024,2036,11,9839.02,8217.94,9079.24,7226.28,9718.77,6794.95,10404.07
county,McLean County,38055,sdc_2024,2037,12,9847.24,8124.14,9062.40,7279.29,9792.34,6870.22,10388.58
county,McLean County,38055,sdc_2024,2038,13,9859.06,8038.12,9084.27,7279.28,9713.61,6785.70,10401.34
county,McLean County,38055,sdc_2024,2039,14,9875.30,7884.60,9037.84,7278.16,9725.01,6599.93,10387.04
county,McLean County,38055,sdc_2024,2040,15,9896.04,7692.84,8777.68,6832.85,9754.40,6586.65,10010.39
county,McLean County,38055,sdc_2024,2041,16,9915.85,7641.25,8616.87,6832.08,9789.81,6413.25,10181.57
county,McLean County,38055,sdc_2024,2042,17,9934.46,7490.28,8588.34,6738.61,9797.47,6080.71,10291.59
county,McLean County,38055,sdc_2024,2043,18,9951.83,7395.47,8545.90,6551.65,9587.48,5892.73,10355.25
county,McLean County,38055,sdc_2024,2044,19,9968.14,7313.09,8479.06,6380.83,9559.64,5639.21,10241.34
county,McLean County,38055,sdc_2024,2045,20,9983.76,6636.38,9052.91,5548.91,10140.38,4898.10,10791.19
county,McLean County,38055,sdc_2024,2046,21,10002.78,6488.13,9000.27,5357.63,10130.77,4681.08,10807.33
county,McLean County,38055,sdc_2024,2047,22,10000.14,6326.09,8927.50,5155.42,10098.17,4454.82,10798.77
county,McLean County,38055,sdc_2024,2048,23,10000.21,6166.31,8856.67,4955.61,10067.38,4231.05,10791.94
county,McLean County,38055,sdc_2024,2049,24,10001.69,6007.84,8786.61,4757.34,10037.11,4008.97,10785.48
county,McLean County,38055,sdc_2024,2050,25,10003.29,5849.84,8716.20,4559.93,10006.11,3787.97,10778.07
county,McLean County,38055,sdc_2024,2051,26,10004.17,5691.79,8644.71,4362.93,9973.57,3567.67,10768.84
county,McLean County,38055,sdc_2024,2052,27,10003.56,5533.30,8571.53,4166.05,9938.78,3347.81,10757.03
county,McLean County,38055,sdc_2024,2053,28,10000.77,5374.04,8496.13,3969.06,9901.11,3128.23,10741.94
county,McLean County,38055,sdc_2024,2054,29,9995.51,5213.95,8418.32,3771.94,9860.34,2908.95,10723.32
county,McLean County,38055,sdc_2024,2055,30,9987.87,5053.17,8338.25,3574.84,9816.58,2690.12,10701.30
county,Mercer County,38057,sdc_2024,2025,0,8441.00,8441.00,8441.00,8441.00,8441.00,8441.00,8441.00
county,Mercer County,38057,sdc_2024,2026,1,8410.99,8313.25,8431.70,8258.85,8505.48,8231.28,8601.06
county,Mercer County,38057,sdc_2024,2027,2,8377.29,8199.74,8395.52,8110.53,8569.02,8034.39,8637.71
county,Mercer County,38057,sdc_2024,2028,3,8338.55,8075.75,8369.15,7901.10,8570.07,7627.07,8721.77
county,Mercer County,38057,sdc_2024,2029,4,8294.53,7883.29,8324.55,7663.07,8570.06,7350.21,8746.33
county,Mercer County,38057,sdc_2024,2030,5,8246.07,7676.68,8092.76,7293.41,8644.16,6913.30,9096.75
county,Mercer County,38057,sdc_2024,2031,6,8193.10,7536.83,8016.51,7235.53,8708.90,6837.74,9262.19
county,Mercer County,38057,sdc_2024,2032,7,8136.45,7378.14,7942.04,6937.79,8670.32,6674.68,9360.19
county,Mercer County,38057,sdc_2024,2033,8,8077.00,7204.42,7854.20,6741.94,8639.04,6523.56,9237.88
county,Mercer County,38057,sdc_2024,2034,9,8015.60,7010.63,7772.55,6491.45,8492.08,6212.37,9219.90
county,Mercer County,38057,sdc_2024,2035,10,7953.06,6678.11,7388.12,5963.93,7879.90,5768.03,8240.99
county,Mercer County,38057,sdc_2024,2036,11,7890.20,6590.21,7280.91,5794.96,7793.76,5449.07,8343.32
county,Mercer County,38057,sdc_2024,2037,12,7827.63,6457.93,7203.76,5786.35,7784.00,5461.18,8257.94
county,Mercer County,38057,sdc_2024,2038,13,7766.40,6331.97,7156.07,5734.20,7651.82,5345.39,8193.58
county,Mercer County,38057,sdc_2024,2039,14,7707.21,6153.56,7053.62,5680.26,7589.92,5150.94,8106.60
county,Mercer County,38057,sdc_2024,2040,15,7650.64,5947.34,6786.03,5282.48,7541.14,5092.15,7739.05
county,Mercer County,38057,sdc_2024,2041,16,7598.48,5855.46,6603.08,5235.39,7501.90,4914.45,7802.10
county,Mercer County,38057,sdc_2024,2042,17,7551.94,5693.93,6528.65,5122.53,7447.80,4622.41,7823.42
county,Mercer County,38057,sdc_2024,2043,18,7512.15,5582.47,6450.87,4945.52,7237.11,4448.13,7816.66
county,Mercer County,38057,sdc_2024,2044,19,7479.81,5487.54,6362.44,4787.99,7173.28,4231.50,7684.81
county,Mercer County,38057,sdc_2024,2045,20,7455.48,4955.79,6760.35,4143.71,7572.43,3657.71,8058.43
county,Mercer County,38057,sdc_2024,2046,21,7437.61,4824.28,6692.19,3983.69,7532.77,3480.63,8035.83
county,Mercer County,38057,sdc_2024,2047,22,7407.65,4686.08,6613.08,3818.90,7480.26,3299.93,7999.24
county,Mercer County,38057,sdc_2024,2048,23,7381.71,4551.70,6537.61,3658.01,7431.29,3123.17,7966.13
county,Mercer County,38057,sdc_2024,2049,24,7358.48,4420.11,6464.52,3500.09,7384.54,2949.50,7935.13
county,Mercer County,38057,sdc_2024,2050,25,7336.99,4290.61,6392.96,3344.51,7339.05,2778.31,7905.25
county,Mercer County,38057,sdc_2024,2051,26,7316.02,4162.39,6321.86,3190.60,7293.65,2609.02,7875.23
