level,geography,fips,method,year,horizon,projected,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95
county,Mercer County,38057,sdc_2024,2052,27,7295.54,4035.41,6251.17,3038.28,7248.30,2441.54,7845.04
county,Mercer County,38057,sdc_2024,2053,28,7275.09,3909.37,6180.54,2887.30,7202.60,2275.64,7814.26
county,Mercer County,38057,sdc_2024,2054,29,7254.02,3783.91,6109.40,2737.40,7155.91,2111.11,7782.21
county,Mercer County,38057,sdc_2024,2055,30,7231.65,3658.71,6037.25,2588.34,7107.62,1947.76,7748.20
county,Morton County,38059,sdc_2024,2025,0,34601.00,34601.00,34601.00,34601.00,34601.00,34601.00,34601.00
county,Morton County,38059,sdc_2024,2026,1,34816.43,34411.87,34902.16,34186.69,35207.57,34072.57,35603.22
county,Morton County,38059,sdc_2024,2027,2,35079.09,34335.62,35155.41,33962.04,35881.93,33643.23,36169.57
county,Morton County,38059,sdc_2024,2028,3,35388.23,34272.92,35518.08,33531.71,36370.78,32368.76,37014.61
county,Morton County,38059,sdc_2024,2029,4,35745.31,33973.03,35874.64,33024.00,36932.68,31675.73,37692.31
county,Morton County,38059,sdc_2024,2030,5,36152.37,33656.09,35480.26,31975.75,37897.72,30309.29,39881.93
county,Morton County,38059,sdc_2024,2031,6,36557.24,33628.99,35769.31,32284.62,38858.72,30509.67,41327.46
county,Morton County,38059,sdc_2024,2032,7,36961.63,33516.85,36078.49,31516.47,39386.89,30321.22,42520.77
county,Morton County,38059,sdc_2024,2033,8,37365.82,33329.10,36335.11,31189.57,39965.95,30179.29,42736.26
county,Morton County,38059,sdc_2024,2034,9,37770.08,33034.56,36624.80,30588.16,40015.27,29273.12,43444.83
county,Morton County,38059,sdc_2024,2035,10,38175.04,32055.23,35463.27,28627.10,37823.87,27686.79,39557.12
county,Morton County,38059,sdc_2024,2036,11,38581.46,32224.78,35602.18,28336.19,38109.91,26644.83,40797.16
county,Morton County,38059,sdc_2024,2037,12,38991.63,32168.75,35883.94,28823.44,38774.26,27203.65,41135.13
county,Morton County,38059,sdc_2024,2038,13,39408.70,32130.01,36311.71,29096.80,38827.30,27123.86,41576.32
county,Morton County,38059,sdc_2024,2039,14,39835.45,31805.26,36457.29,29358.99,39229.20,26623.11,41899.72
county,Morton County,38059,sdc_2024,2040,15,40274.02,31307.62,35722.62,27807.72,39697.57,26805.78,40739.40
county,Morton County,38059,sdc_2024,2041,16,40710.02,31371.55,35377.01,28049.43,40192.58,26329.94,41800.95
county,Morton County,38059,sdc_2024,2042,17,41142.86,31020.44,35568.00,27907.48,40575.52,25182.83,42621.87
county,Morton County,38059,sdc_2024,2043,18,41573.69,30894.49,35700.41,27369.47,40051.59,24616.81,43258.95
county,Morton County,38059,sdc_2024,2044,19,42002.38,30814.92,35727.90,26886.66,40281.11,23761.75,43153.57
county,Morton County,38059,sdc_2024,2045,20,42427.96,28202.61,38472.11,23581.18,43093.54,20815.44,45859.28
county,Morton County,38059,sdc_2024,2046,21,42860.66,27800.84,38565.01,22956.79,43409.06,20057.82,46308.03
county,Morton County,38059,sdc_2024,2047,22,43211.94,27335.91,38576.91,22277.28,43635.54,19249.89,46662.93
county,Morton County,38059,sdc_2024,2048,23,43563.39,26861.97,38581.86,21587.84,43855.99,18431.49,47012.34
county,Morton County,38059,sdc_2024,2049,24,43911.53,26376.88,38576.86,20886.70,44067.03,17601.05,47352.69
county,Morton County,38059,sdc_2024,2050,25,44253.47,25879.04,38559.52,20172.62,44265.93,16757.56,47680.99
county,Morton County,38059,sdc_2024,2051,26,44588.80,25368.45,38529.67,19445.69,44452.43,15901.16,47996.96
county,Morton County,38059,sdc_2024,2052,27,44917.56,24845.41,38487.55,18706.23,44626.72,15032.18,48300.77
county,Morton County,38059,sdc_2024,2053,28,45238.38,24309.43,38432.15,17953.99,44787.60,14150.51,48591.07
county,Morton County,38059,sdc_2024,2054,29,45550.54,23760.50,38363.11,17189.10,44934.51,13256.38,48867.23
county,Morton County,38059,sdc_2024,2055,30,45854.19,23199.05,38280.78,16412.04,45067.79,12350.29,49129.54
county,Mountrail County,38061,sdc_2024,2025,0,9395.00,9395.00,9395.00,9395.00,9395.00,9395.00,9395.00
county,Mountrail County,38061,sdc_2024,2026,1,9310.44,9202.25,9333.36,9142.03,9415.03,9111.52,9520.84
county,Mountrail County,38061,sdc_2024,2027,2,9253.62,9057.50,9273.75,8958.95,9465.40,8874.85,9541.28
county,Mountrail County,38061,sdc_2024,2028,3,9222.60,8931.94,9256.44,8738.77,9478.66,8435.69,9646.46
county,Mountrail County,38061,sdc_2024,2029,4,9217.79,8760.77,9251.14,8516.04,9523.98,8168.35,9719.87
county,Mountrail County,38061,sdc_2024,2030,5,9240.56,8602.51,9068.77,8173.01,9686.67,7747.06,10193.83
county,Mountrail County,38061,sdc_2024,2031,6,9260.32,8518.57,9060.73,8178.02,9843.31,7728.41,10468.67
county,Mountrail County,38061,sdc_2024,2032,7,9278.16,8413.45,9056.48,7911.31,9886.95,7611.28,10673.63
county,Mountrail County,38061,sdc_2024,2033,8,9294.97,8290.81,9038.57,7758.59,9941.76,7507.27,10630.90
county,Mountrail County,38061,sdc_2024,2034,9,9311.35,8143.91,9029.00,7540.81,9864.85,7216.61,10710.32
county,Mountrail County,38061,sdc_2024,2035,10,9327.76,7832.43,8665.16,6994.80,9241.95,6765.04,9665.46
county,Mountrail County,38061,sdc_2024,2036,11,9344.58,7804.97,8622.99,6863.14,9230.38,6453.48,9881.24
county,Mountrail County,38061,sdc_2024,2037,12,9362.22,7723.99,8616.04,6920.75,9310.03,6531.83,9876.89
county,Mountrail County,38061,sdc_2024,2038,13,9381.40,7648.68,8644.15,6926.61,9243.00,6456.95,9897.41
county,Mountrail County,38061,sdc_2024,2039,14,9402.75,7507.30,8605.37,6929.89,9259.65,6284.11,9890.00
county,Mountrail County,38061,sdc_2024,2040,15,9426.79,7328.05,8361.46,6508.85,9291.86,6274.33,9535.71
county,Mountrail County,38061,sdc_2024,2041,16,9461.31,7290.98,8221.88,6518.89,9341.05,6119.27,9714.85
county,Mountrail County,38061,sdc_2024,2042,17,9506.06,7167.28,8217.99,6448.03,9374.98,5818.50,9847.79
county,Mountrail County,38061,sdc_2024,2043,18,9561.07,7105.08,8210.34,6294.40,9211.02,5661.35,9948.65
county,Mountrail County,38061,sdc_2024,2044,19,9626.24,7062.26,8188.23,6161.97,9231.75,5445.79,9890.07
county,Mountrail County,38061,sdc_2024,2045,20,9701.57,6448.80,8797.02,5392.07,9853.76,4759.66,10486.17
county,Mountrail County,38061,sdc_2024,2046,21,9779.36,6343.22,8799.24,5237.97,9904.49,4576.52,10565.94
county,Mountrail County,38061,sdc_2024,2047,22,9833.41,6220.62,8778.65,5069.47,9929.80,4380.55,10618.72
county,Mountrail County,38061,sdc_2024,2048,23,9888.47,6097.41,8757.71,4900.23,9954.88,4183.77,10671.34
county,Mountrail County,38061,sdc_2024,2049,24,9944.21,5973.31,8736.12,4730.00,9979.42,3985.93,10723.49
county,Mountrail County,38061,sdc_2024,2050,25,10000.46,5848.18,8713.73,4558.64,10003.28,3786.90,10775.02
county,Mountrail County,38061,sdc_2024,2051,26,10056.20,5721.40,8689.67,4385.63,10025.44,3586.22,10824.85
county,Mountrail County,38061,sdc_2024,2052,27,10110.24,5592.31,8662.94,4210.48,10044.77,3383.51,10871.74
county,Mountrail County,38061,sdc_2024,2053,28,10162.12,5460.75,8633.20,4033.09,10060.86,3178.70,10915.25
county,Mountrail County,38061,sdc_2024,2054,29,10211.39,5326.56,8600.13,3853.40,10073.29,2971.78,10954.91
county,Mountrail County,38061,sdc_2024,2055,30,10257.64,5189.66,8563.45,3671.39,10081.72,2762.77,10990.34
county,Nelson County,38063,sdc_2024,2025,0,2963.00,2963.00,2963.00,2963.00,2963.00,2963.00,2963.00
county,Nelson County,38063,sdc_2024,2026,1,2998.76,2963.92,3006.15,2944.53,3032.45,2934.70,3066.53
county,Nelson County,38063,sdc_2024,2027,2,3033.21,2968.92,3039.81,2936.62,3102.63,2909.05,3127.50
county,Nelson County,38063,sdc_2024,2028,3,3065.02,2968.42,3076.27,2904.23,3150.12,2803.50,3205.88
county,Nelson County,38063,sdc_2024,2029,4,3093.54,2940.16,3104.74,2858.03,3196.30,2741.34,3262.04
county,Nelson County,38063,sdc_2024,2030,5,3117.56,2902.29,3059.60,2757.39,3268.07,2613.69,3439.17
county,Nelson County,38063,sdc_2024,2031,6,3140.45,2888.89,3072.76,2773.41,3338.15,2620.93,3550.23
county,Nelson County,38063,sdc_2024,2032,7,3162.17,2867.46,3086.61,2696.32,3369.65,2594.06,3637.76
county,Nelson County,38063,sdc_2024,2033,8,3182.95,2839.09,3095.15,2656.84,3404.44,2570.78,3640.42
county,Nelson County,38063,sdc_2024,2034,9,3203.38,2801.75,3106.25,2594.26,3393.80,2482.73,3684.67
county,Nelson County,38063,sdc_2024,2035,10,3224.22,2707.35,2995.19,2417.82,3194.56,2338.40,3340.95
county,Nelson County,38063,sdc_2024,2036,11,3246.25,2711.40,2995.58,2384.21,3206.58,2241.90,3432.68
county,Nelson County,38063,sdc_2024,2037,12,3269.41,2697.32,3008.84,2416.82,3251.19,2281.00,3449.14
county,Nelson County,38063,sdc_2024,2038,13,3293.58,2685.26,3034.75,2431.76,3244.99,2266.88,3474.74
county,Nelson County,38063,sdc_2024,2039,14,3318.37,2649.44,3036.96,2445.66,3267.87,2217.76,3490.33
county,Nelson County,38063,sdc_2024,2040,15,3343.21,2598.89,2965.39,2308.36,3295.36,2225.19,3381.84
county,Nelson County,38063,sdc_2024,2041,16,3364.29,2592.56,2923.57,2318.02,3321.53,2175.92,3454.45
county,Nelson County,38063,sdc_2024,2042,17,3381.72,2549.71,2923.49,2293.84,3335.08,2069.89,3503.28
county,Nelson County,38063,sdc_2024,2043,18,3395.54,2523.32,2915.84,2235.41,3271.22,2010.58,3533.19
county,Nelson County,38063,sdc_2024,2044,19,3405.77,2498.63,2897.00,2180.11,3266.20,1926.72,3499.11
county,Nelson County,38063,sdc_2024,2045,20,3412.84,2268.57,3094.64,1896.83,3466.38,1674.36,3688.85
county,Nelson County,38063,sdc_2024,2046,21,3420.83,2218.87,3077.99,1832.25,3464.60,1600.87,3695.98
county,Nelson County,38063,sdc_2024,2047,22,3423.20,2165.52,3056.02,1764.78,3456.76,1524.95,3696.58
county,Nelson County,38063,sdc_2024,2048,23,3426.21,2112.67,3034.42,1697.86,3449.23,1449.62,3697.47
county,Nelson County,38063,sdc_2024,2049,24,3429.51,2060.05,3012.87,1631.26,3441.66,1374.65,3698.27
county,Nelson County,38063,sdc_2024,2050,25,3432.70,2007.41,2991.03,1564.77,3433.67,1299.87,3698.57
county,Nelson County,38063,sdc_2024,2051,26,3435.25,1954.46,2968.43,1498.15,3424.74,1225.07,3697.82
county,Nelson County,38063,sdc_2024,2052,27,3436.93,1901.08,2944.93,1431.33,3414.68,1150.21,3695.80
county,Nelson County,38063,sdc_2024,2053,28,3437.65,1847.27,2920.45,1364.32,3403.40,1075.29,3692.42
county,Nelson County,38063,sdc_2024,2054,29,3437.39,1793.04,2895.00,1297.14,3390.90,1000.37,3687.67
county,Nelson County,38063,sdc_2024,2055,30,3436.16,1738.46,2868.63,1229.86,3377.23,925.49,3681.60
county,Oliver County,38065,sdc_2024,2025,0,1898.00,1898.00,1898.00,1898.00,1898.00,1898.00,1898.00
county,Oliver County,38065,sdc_2024,2026,1,1900.25,1878.17,1904.93,1865.88,1921.60,1859.65,1943.19
county,Oliver County,38065,sdc_2024,2027,2,1902.18,1861.87,1906.32,1841.61,1945.72,1824.32,1961.32
county,Oliver County,38065,sdc_2024,2028,3,1903.61,1843.62,1910.60,1803.75,1956.47,1741.19,1991.10
county,Oliver County,38065,sdc_2024,2029,4,1904.41,1809.99,1911.30,1759.43,1967.67,1687.59,2008.14
county,Oliver County,38065,sdc_2024,2030,5,1904.46,1772.96,1869.05,1684.44,1996.40,1596.65,2100.93
county,Oliver County,38065,sdc_2024,2031,6,1904.82,1752.24,1863.77,1682.20,2024.74,1589.71,2153.37
county,Oliver County,38065,sdc_2024,2032,7,1905.41,1727.83,1859.88,1624.70,2030.43,1563.09,2191.99
county,Oliver County,38065,sdc_2024,2033,8,1906.23,1700.30,1853.65,1591.15,2038.88,1539.61,2180.21
county,Oliver County,38065,sdc_2024,2034,9,1907.41,1668.26,1849.57,1544.72,2020.79,1478.31,2193.99
county,Oliver County,38065,sdc_2024,2035,10,1909.11,1603.06,1773.49,1431.62,1891.55,1384.60,1978.22
county,Oliver County,38065,sdc_2024,2036,11,1911.43,1596.51,1763.83,1403.85,1888.07,1320.06,2021.21
county,Oliver County,38065,sdc_2024,2037,12,1914.35,1579.37,1761.77,1415.13,1903.68,1335.60,2019.59
county,Oliver County,38065,sdc_2024,2038,13,1917.67,1563.48,1766.97,1415.88,1889.38,1319.88,2023.15
county,Oliver County,38065,sdc_2024,2039,14,1921.22,1533.93,1758.30,1415.95,1891.98,1284.00,2020.78
county,Oliver County,38065,sdc_2024,2040,15,1924.81,1496.28,1707.29,1329.01,1897.26,1281.13,1947.06
county,Oliver County,38065,sdc_2024,2041,16,1926.91,1484.90,1674.49,1327.65,1902.42,1246.27,1978.55
county,Oliver County,38065,sdc_2024,2042,17,1927.58,1453.34,1666.40,1307.49,1901.00,1179.84,1996.88
county,Oliver County,38065,sdc_2024,2043,18,1926.96,1431.98,1654.73,1268.59,1856.41,1141.00,2005.08
county,Oliver County,38065,sdc_2024,2044,19,1925.16,1412.39,1637.57,1232.34,1846.27,1089.11,1977.92
county,Oliver County,38065,sdc_2024,2045,20,1922.26,1277.76,1743.04,1068.38,1952.42,943.08,2077.72
county,Oliver County,38065,sdc_2024,2046,21,1919.48,1245.04,1727.11,1028.10,1944.04,898.28,2073.87
county,Oliver County,38065,sdc_2024,2047,22,1911.90,1209.47,1706.82,985.65,1930.64,851.70,2064.58
county,Oliver County,38065,sdc_2024,2048,23,1904.04,1174.06,1686.31,943.55,1916.83,805.59,2054.78
county,Oliver County,38065,sdc_2024,2049,24,1895.65,1138.68,1665.35,901.67,1902.36,759.83,2044.20
county,Oliver County,38065,sdc_2024,2050,25,1886.53,1103.23,1643.80,859.96,1887.06,714.38,2032.65
county,Oliver County,38065,sdc_2024,2051,26,1876.48,1067.61,1621.49,818.36,1870.74,669.19,2019.91
county,Oliver County,38065,sdc_2024,2052,27,1865.52,1031.88,1598.47,776.91,1853.44,624.32,2006.03
county,Oliver County,38065,sdc_2024,2053,28,1853.71,996.11,1574.81,735.69,1835.23,579.84,1991.09
county,Oliver County,38065,sdc_2024,2054,29,1841.08,960.36,1550.58,694.76,1816.18,535.80,1975.14
county,Oliver County,38065,sdc_2024,2055,30,1827.69,924.69,1525.83,654.16,1796.35,492.27,1958.24
county,Pembina County,38067,sdc_2024,2025,0,6568.00,6568.00,6568.00,6568.00,6568.00,6568.00,6568.00
county,Pembina County,38067,sdc_2024,2026,1,6489.87,6414.46,6505.85,6372.48,6562.78,6351.21,6636.53
county,Pembina County,38067,sdc_2024,2027,2,6410.80,6274.92,6424.74,6206.65,6557.52,6148.39,6610.08
county,Pembina County,38067,sdc_2024,2028,3,6329.97,6130.47,6353.19,5997.89,6505.72,5789.87,6620.88
county,Pembina County,38067,sdc_2024,2029,4,6247.67,5937.91,6270.28,5772.04,6455.21,5536.38,6587.98
county,Pembina County,38067,sdc_2024,2030,5,6164.81,5739.14,6050.20,5452.60,6462.43,5168.43,6800.78
county,Pembina County,38067,sdc_2024,2031,6,6081.35,5594.23,5950.28,5370.59,6464.21,5075.33,6874.88
county,Pembina County,38067,sdc_2024,2032,7,5998.03,5439.02,5854.72,5114.40,6391.59,4920.44,6900.15
county,Pembina County,38067,sdc_2024,2033,8,5915.39,5276.34,5752.22,4937.63,6327.02,4777.69,6765.59
county,Pembina County,38067,sdc_2024,2034,9,5833.59,5102.19,5656.70,4724.34,6180.36,4521.24,6710.06
county,Pembina County,38067,sdc_2024,2035,10,5752.51,4830.33,5343.88,4313.75,5699.60,4172.06,5960.78
county,Pembina County,38067,sdc_2024,2036,11,5671.96,4737.45,5233.96,4165.77,5602.63,3917.12,5997.69
county,Pembina County,38067,sdc_2024,2037,12,5591.95,4613.46,5146.27,4133.69,5560.78,3901.39,5899.36
county,Pembina County,38067,sdc_2024,2038,13,5512.76,4494.57,5079.53,4070.26,5431.43,3794.27,5815.98
county,Pembina County,38067,sdc_2024,2039,14,5434.78,4339.22,4973.90,4005.47,5352.07,3632.21,5716.41
county,Pembina County,38067,sdc_2024,2040,15,5358.53,4165.53,4752.95,3699.86,5281.83,3566.55,5420.44
county,Pembina County,38067,sdc_2024,2041,16,5282.28,4070.58,4590.30,3639.52,5215.14,3416.41,5423.83
county,Pembina County,38067,sdc_2024,2042,17,5206.20,3925.32,4500.76,3531.40,5134.41,3186.63,5393.36
county,Pembina County,38067,sdc_2024,2043,18,5130.57,3812.66,4405.75,3377.64,4942.73,3037.94,5338.55
county,Pembina County,38067,sdc_2024,2044,19,5055.79,3709.17,4300.54,3236.32,4848.60,2860.18,5194.36
county,Pembina County,38067,sdc_2024,2045,20,4982.15,3311.72,4517.63,2769.04,5060.30,2444.27,5385.07
county,Pembina County,38067,sdc_2024,2046,21,4911.06,3185.48,4418.86,2630.44,4973.90,2298.27,5306.07
county,Pembina County,38067,sdc_2024,2047,22,4829.49,3055.14,4311.47,2489.77,4876.84,2151.43,5215.19
county,Pembina County,38067,sdc_2024,2048,23,4750.77,2929.41,4207.51,2354.24,4782.68,2010.03,5126.89
county,Pembina County,38067,sdc_2024,2049,24,4674.37,2807.81,4106.50,2223.38,4690.92,1873.63,5040.68
county,Pembina County,38067,sdc_2024,2050,25,4599.76,2689.90,4007.92,2096.77,4601.05,1741.80,4956.02
county,Pembina County,38067,sdc_2024,2051,26,4526.34,2575.22,3911.26,1973.99,4512.49,1614.17,4872.31
county,Pembina County,38067,sdc_2024,2052,27,4453.57,2463.42,3816.03,1854.72,4424.73,1490.44,4789.01
county,Pembina County,38067,sdc_2024,2053,28,4380.99,2354.18,3721.86,1738.71,4337.34,1370.37,4705.68
county,Pembina County,38067,sdc_2024,2054,29,4308.42,2247.40,3628.59,1625.84,4250.15,1253.86,4622.13
county,Pembina County,38067,sdc_2024,2055,30,4235.85,2143.05,3536.24,1516.09,4163.20,1140.88,4538.42
county,Pierce County,38069,sdc_2024,2025,0,3838.00,3838.00,3838.00,3838.00,3838.00,3838.00,3838.00
county,Pierce County,38069,sdc_2024,2026,1,3823.74,3779.31,3833.16,3754.58,3866.70,3742.05,3910.15
county,Pierce County,38069,sdc_2024,2027,2,3810.03,3729.28,3818.32,3688.70,3897.23,3654.08,3928.47
county,Pierce County,38069,sdc_2024,2028,3,3794.83,3675.23,3808.75,3595.74,3900.19,3471.04,3969.23
county,Pierce County,38069,sdc_2024,2029,4,3777.58,3590.28,3791.24,3489.99,3903.06,3347.50,3983.34
county,Pierce County,38069,sdc_2024,2030,5,3758.21,3498.71,3688.35,3324.03,3939.65,3150.80,4145.92
county,Pierce County,38069,sdc_2024,2031,6,3738.76,3439.28,3658.17,3301.79,3974.13,3120.26,4226.61
county,Pierce County,38069,sdc_2024,2032,7,3719.17,3372.55,3630.31,3171.27,3963.21,3051.00,4278.54
county,Pierce County,38069,sdc_2024,2033,8,3699.46,3299.80,3597.41,3087.97,3956.89,2987.94,4231.17
county,Pierce County,38069,sdc_2024,2034,9,3679.56,3218.23,3567.99,2979.90,3898.29,2851.79,4232.39
county,Pierce County,38069,sdc_2024,2035,10,3659.38,3072.75,3399.44,2744.14,3625.72,2654.00,3791.87
county,Pierce County,38069,sdc_2024,2036,11,3638.92,3039.38,3357.92,2672.61,3594.45,2513.09,3847.90
county,Pierce County,38069,sdc_2024,2037,12,3618.79,2985.57,3330.37,2675.09,3598.62,2524.76,3817.73
county,Pierce County,38069,sdc_2024,2038,13,3599.74,2934.88,3316.85,2657.81,3546.64,2477.60,3797.74
county,Pierce County,38069,sdc_2024,2039,14,3582.27,2860.14,3278.48,2640.15,3527.75,2394.13,3767.90
county,Pierce County,38069,sdc_2024,2040,15,3566.66,2772.60,3163.59,2462.65,3515.61,2373.91,3607.87
county,Pierce County,38069,sdc_2024,2041,16,3552.93,2737.92,3087.49,2447.99,3507.77,2297.92,3648.14
county,Pierce County,38069,sdc_2024,2042,17,3540.67,2669.56,3060.91,2401.66,3491.85,2167.19,3667.96
county,Pierce County,38069,sdc_2024,2043,18,3529.50,2622.86,3030.88,2323.60,3400.28,2089.91,3672.58
county,Pierce County,38069,sdc_2024,2044,19,3519.28,2581.91,2993.56,2252.77,3375.06,1990.94,3615.74
county,Pierce County,38069,sdc_2024,2045,20,3509.96,2333.13,3182.70,1950.81,3565.02,1722.01,3793.82
county,Pierce County,38069,sdc_2024,2046,21,3501.08,2270.91,3150.19,1875.23,3545.87,1638.42,3782.67
county,Pierce County,38069,sdc_2024,2047,22,3484.37,2204.21,3110.62,1796.31,3518.52,1552.20,3762.63
county,Pierce County,38069,sdc_2024,2048,23,3467.31,2138.01,3070.82,1718.23,3490.60,1467.00,3741.82
county,Pierce County,38069,sdc_2024,2049,24,3449.48,2072.04,3030.42,1640.76,3461.70,1382.66,3719.80
county,Pierce County,38069,sdc_2024,2050,25,3430.65,2006.21,2989.24,1563.84,3431.61,1299.09,3696.36
county,Pierce County,38069,sdc_2024,2051,26,3410.65,1940.46,2947.18,1487.42,3400.22,1216.30,3671.34
county,Pierce County,38069,sdc_2024,2052,27,3389.66,1874.94,2904.43,1411.65,3367.72,1134.39,3644.97
county,Pierce County,38069,sdc_2024,2053,28,3367.82,1809.74,2861.12,1336.60,3334.26,1053.45,3617.41
county,Pierce County,38069,sdc_2024,2054,29,3345.09,1744.90,2817.27,1262.32,3299.86,973.51,3588.66
county,Pierce County,38069,sdc_2024,2055,30,3321.36,1680.38,2772.79,1188.77,3264.40,894.57,3558.60
county,Ramsey County,38071,sdc_2024,2025,0,11530.00,11530.00,11530.00,11530.00,11530.00,11530.00,11530.00
county,Ramsey County,38071,sdc_2024,2026,1,11463.55,11330.34,11491.77,11256.20,11592.33,11218.63,11722.60
county,Ramsey County,38071,sdc_2024,2027,2,11401.12,11159.48,11425.92,11038.06,11662.05,10934.45,11755.53
county,Ramsey County,38071,sdc_2024,2028,3,11341.67,10984.22,11383.28,10746.67,11656.57,10373.95,11862.91
county,Ramsey County,38071,sdc_2024,2029,4,11285.05,10725.53,11325.88,10425.92,11659.91,10000.25,11899.73
county,Ramsey County,38071,sdc_2024,2030,5,11232.84,10457.22,11024.01,9935.12,11775.13,9417.34,12391.64
county,Ramsey County,38071,sdc_2024,2031,6,11179.23,10283.77,10938.28,9872.66,11883.02,9329.88,12637.97
county,Ramsey County,38071,sdc_2024,2032,7,11125.11,10088.26,10859.30,9486.17,11855.09,9126.41,12798.36
county,Ramsey County,38071,sdc_2024,2033,8,11071.19,9875.15,10765.80,9241.22,11841.59,8941.88,12662.41
county,Ramsey County,38071,sdc_2024,2034,9,11017.96,9636.56,10683.87,8922.91,11672.91,8539.30,12673.35
county,Ramsey County,38071,sdc_2024,2035,10,10965.71,9207.80,10186.76,8223.08,10864.83,7952.98,11362.71
county,Ramsey County,38071,sdc_2024,2036,11,10914.57,9116.29,10071.74,8016.22,10781.17,7537.74,11541.39
county,Ramsey County,38071,sdc_2024,2037,12,10864.76,8963.61,9998.82,8031.46,10804.19,7580.12,11462.03
county,Ramsey County,38071,sdc_2024,2038,13,10816.44,8818.67,9966.41,7986.15,10656.86,7444.64,11411.38
